表章項目,時間軸（月次）,市区町村 コード,市区町村,/国籍07,総数,中国,韓国,韓国・朝鮮,フィリピン,ブラジル,ベトナム,ペルー,ネパール,米国,台湾,その他
人数【人】,2013年12月,3211,釜石市,,94,38,***,15,9,-,10,-,***,5,-,17
人数【人】,2013年12月,3213,二戸市,,162,96,***,2,46,3,4,-,***,2,-,9
人数【人】,2013年12月,3214,八幡平市,,135,77,***,12,21,3,3,-,***,5,1,13
人数【人】,2013年12月,3215,奥州市,,467,223,***,93,86,3,4,-,***,10,10,38
人数【人】,2013年12月,3216,滝沢市,,***,***,***,***,***,***,***,***,***,***,***,***
人数【人】,2013年12月,3301,雫石町,,41,5,***,13,7,-,-,-,***,3,-,13
人数【人】,2013年12月,3302,葛巻町,,20,3,***,3,11,-,-,-,***,-,-,3
人数【人】,2013年12月,3303,岩手町,,113,29,***,4,71,1,-,-,***,-,-,8
人数【人】,2013年12月,3305,滝沢村,,115,51,***,32,8,-,3,-,***,11,1,9
人数【人】,2013年12月,3321,紫波町,,71,33,***,20,6,1,-,-,***,3,-,8
人数【人】,2013年12月,3322,矢巾町,,69,31,***,16,2,-,3,-,***,1,-,16
人数【人】,2013年12月,3366,西和賀町,,12,4,***,4,2,-,-,-,***,1,-,1
人数【人】,2013年12月,3381,金ケ崎町,,105,63,***,22,13,1,-,-,***,2,-,4
人数【人】,2013年12月,3402,平泉町,,24,14,***,2,3,-,-,-,***,3,-,2
人数【人】,2013年12月,3441,住田町,,59,53,***,1,1,-,-,-,***,1,-,3
人数【人】,2013年12月,3461,大槌町,,26,17,***,3,3,-,-,-,***,2,-,1
人数【人】,2013年12月,3482,山田町,,31,13,***,12,2,-,-,-,***,-,-,4
人数【人】,2013年12月,3483,岩泉町,,37,21,***,6,2,-,4,-,***,2,-,2
人数【人】,2013年12月,3484,田野畑村,,7,4,***,-,1,-,-,-,***,1,-,1
人数【人】,2013年12月,3485,普代村,,8,6,***,2,-,-,-,-,***,-,-,-
人数【人】,2013年12月,3501,軽米町,,69,56,***,1,10,-,-,-,***,1,-,1
人数【人】,2013年12月,3503,野田村,,12,5,***,-,5,-,-,-,***,1,-,1
人数【人】,2013年12月,3506,九戸村,,16,15,***,-,-,-,-,-,***,-,-,1
人数【人】,2013年12月,3507,洋野町,,47,23,***,6,11,1,-,1,***,3,-,2
人数【人】,2013年12月,3524,一戸町,,127,21,***,3,53,-,40,-,***,2,-,8
人数【人】,2013年12月,4100,仙台市,,9827,3604,***,2386,415,71,710,14,***,496,140,1991
人数【人】,2013年12月,4101,青葉区,,5128,2121,***,933,159,33,397,8,***,156,77,1244
人数【人】,2013年12月,4102,宮城野区,,1270,574,***,352,93,6,64,4,***,28,14,135
人数【人】,2013年12月,4103,若林区,,967,300,***,220,37,5,208,2,***,24,9,162
人数【人】,2013年12月,4104,太白区,,1482,396,***,590,71,6,35,-,***,126,10,248
人数【人】,2013年12月,4105,泉区,,980,213,***,291,55,21,6,-,***,162,30,202
人数【人】,2013年12月,4202,石巻市,,709,320,***,123,85,13,12,10,***,47,3,96
人数【人】,2013年12月,4203,塩竈市,,344,183,***,90,15,5,5,-,***,4,2,40
人数【人】,2013年12月,4205,気仙沼市,,270,122,***,28,71,2,3,1,***,7,4,32
人数【人】,2013年12月,4206,白石市,,167,56,***,56,27,10,-,-,***,3,2,13
人数【人】,2013年12月,4207,名取市,,396,120,***,115,11,6,6,1,***,6,1,130
人数【人】,2013年12月,4208,角田市,,155,82,***,24,30,1,-,2,***,4,-,12
人数【人】,2013年12月,4209,多賀城市,,307,105,***,122,16,6,4,-,***,8,8,38
人数【人】,2013年12月,4211,岩沼市,,146,72,***,33,10,4,1,-,***,5,3,18
人数【人】,2013年12月,4212,登米市,,317,142,***,80,48,-,3,-,***,12,-,32
人数【人】,2013年12月,4213,栗原市,,275,88,***,100,32,8,11,-,***,7,2,27
人数【人】,2013年12月,4214,東松島市,,87,26,***,36,10,-,-,1,***,6,3,5
人数【人】,2013年12月,4215,大崎市,,636,169,***,225,74,5,8,1,***,11,23,120
人数【人】,2013年12月,4301,蔵王町,,43,8,***,16,12,-,-,-,***,1,1,5
人数【人】,2013年12月,4302,七ヶ宿町,,11,3,***,4,-,1,-,-,***,1,-,2
人数【人】,2013年12月,4321,大河原町,,82,22,***,24,17,-,-,-,***,6,-,13
人数【人】,2013年12月,4322,村田町,,33,5,***,15,6,-,1,-,***,3,-,3
人数【人】,2013年12月,4323,柴田町,,168,64,***,44,9,-,-,-,***,1,10,40
人数【人】,2013年12月,4324,川崎町,,34,9,***,21,3,-,-,-,***,1,-,-
人数【人】,2013年12月,4341,丸森町,,118,28,***,22,14,1,4,-,***,5,11,33
人数【人】,2013年12月,4361,亘理町,,82,25,***,20,17,4,-,-,***,2,-,14
人数【人】,2013年12月,4362,山元町,,50,20,***,9,7,-,-,-,***,1,2,11
人数【人】,2013年12月,4401,松島町,,40,4,***,13,12,-,-,-,***,1,6,4
人数【人】,2013年12月,4404,七ヶ浜町,,62,11,***,12,4,-,2,10,***,7,1,15
人数【人】,2013年12月,4406,利府町,,91,16,***,40,11,2,-,-,***,4,2,16
人数【人】,2013年12月,4421,大和町,,111,9,***,61,9,2,4,-,***,1,1,24
人数【人】,2013年12月,4422,大郷町,,37,12,***,8,2,1,-,-,***,1,-,13
人数【人】,2013年12月,4423,富谷町,,133,32,***,64,8,9,-,-,***,4,-,16
人数【人】,2013年12月,4424,大衡村,,52,-,***,17,1,-,12,-,***,1,-,21
人数【人】,2013年12月,4444,色麻町,,34,14,***,10,3,-,-,-,***,1,-,6
人数【人】,2013年12月,4445,加美町,,106,34,***,35,10,1,7,-,***,4,3,12
人数【人】,2013年12月,4501,涌谷町,,48,18,***,19,7,-,-,-,***,2,-,2
人数【人】,2013年12月,4505,美里町,,76,16,***,37,9,-,-,1,***,3,-,10
人数【人】,2013年12月,4581,女川町,,79,62,***,5,5,1,3,-,***,-,-,3
人数【人】,2013年12月,4606,南三陸町,,121,90,***,6,14,-,-,-,***,3,2,6
人数【人】,2013年12月,5201,秋田市,,1389,331,***,290,161,5,34,2,***,126,30,410
人数【人】,2013年12月,5202,能代市,,197,124,***,11,44,1,-,-,***,2,-,15
人数【人】,2013年12月,5203,横手市,,347,198,***,26,90,1,2,-,***,12,-,18
人数【人】,2013年12月,5204,大館市,,291,136,***,58,45,2,7,-,***,6,-,37
人数【人】,2013年12月,5206,男鹿市,,67,26,***,14,5,-,6,-,***,3,1,12
人数【人】,2013年12月,5207,湯沢市,,155,76,***,32,31,1,1,-,***,6,-,8
人数【人】,2013年12月,5209,鹿角市,,96,11,***,50,22,-,-,-,***,5,-,8
人数【人】,2013年12月,5210,由利本荘市,,239,145,***,40,22,2,-,3,***,11,1,15
人数【人】,2013年12月,5211,潟上市,,41,16,***,12,6,-,-,-,***,4,-,3
人数【人】,2013年12月,5212,大仙市,,237,122,***,47,33,-,-,-,***,7,-,28
人数【人】,2013年12月,5213,北秋田市,,173,78,***,17,59,-,4,-,***,6,1,8
人数【人】,2013年12月,5214,にかほ市,,69,38,***,22,2,-,-,-,***,5,-,2
人数【人】,2013年12月,5215,仙北市,,78,42,***,23,8,-,-,-,***,3,-,2
人数【人】,2013年12月,5303,小坂町,,10,-,***,6,1,-,-,-,***,2,-,1
人数【人】,2013年12月,5327,上小阿仁村,,22,-,***,1,19,-,-,-,***,-,-,2
人数【人】,2013年12月,5346,藤里町,,18,14,***,1,2,-,-,-,***,1,-,-
人数【人】,2013年12月,5348,三種町,,49,32,***,3,9,-,-,-,***,1,-,4
人数【人】,2013年12月,5349,八峰町,,26,13,***,-,9,-,-,-,***,1,-,3
人数【人】,2013年12月,5361,五城目町,,17,11,***,1,1,-,1,-,***,1,-,2
人数【人】,2013年12月,5363,八郎潟町,,17,10,***,2,1,-,2,-,***,-,-,2
人数【人】,2013年12月,5366,井川町,,4,-,***,-,-,-,-,-,***,1,-,3
人数【人】,2013年12月,5368,大潟村,,5,1,***,-,-,-,-,-,***,-,-,4
人数【人】,2013年12月,5434,美郷町,,60,45,***,5,4,-,-,-,***,3,1,2
人数【人】,2013年12月,5463,羽後町,,95,68,***,5,19,-,-,-,***,1,-,2
人数【人】,2013年12月,5464,東成瀬村,,12,6,***,-,5,-,-,-,***,-,-,1
人数【人】,2013年12月,6201,山形市,,1100,349,***,342,147,19,6,8,***,42,20,167
人数【人】,2013年12月,6202,米沢市,,664,309,***,141,69,2,13,-,***,15,28,87
人数【人】,2013年12月,6203,鶴岡市,,626,379,***,82,42,6,17,1,***,12,5,82
人数【人】,2013年12月,6204,酒田市,,509,161,***,125,32,9,111,-,***,8,1,62
人数【人】,2013年12月,6205,新庄市,,329,193,***,49,32,2,31,-,***,5,1,16
人数【人】,2013年12月,6206,寒河江市,,276,119,***,104,19,6,12,-,***,5,3,8
人数【人】,2013年12月,6207,上山市,,142,44,***,64,21,1,-,-,***,4,-,8
人数【人】,2013年12月,6208,村山市,,184,68,***,72,30,3,-,-,***,3,1,7
人数【人】,2013年12月,6209,長井市,,223,145,***,31,19,2,9,-,***,2,-,15
人数【人】,2013年12月,6210,天童市,,323,117,***,126,27,3,8,1,***,10,3,28
人数【人】,2013年12月,6211,東根市,,240,73,***,116,26,1,4,1,***,2,1,16
人数【人】,2013年12月,6212,尾花沢市,,105,13,***,44,40,-,3,-,***,1,-,4
人数【人】,2013年12月,6213,南陽市,,176,78,***,72,14,1,-,-,***,4,1,6
人数【人】,2013年12月,6301,山辺町,,41,15,***,21,2,1,1,-,***,1,-,-
人数【人】,2013年12月,6302,中山町,,45,19,***,22,-,2,-,-,***,-,1,1
人数【人】,2013年12月,6321,河北町,,109,23,***,47,6,10,16,-,***,1,-,6
人数【人】,2013年12月,6322,西川町,,50,12,***,31,1,-,3,-,***,1,-,2
人数【人】,2013年12月,6323,朝日町,,60,25,***,24,9,-,-,-,***,1,1,-
人数【人】,2013年12月,6324,大江町,,53,15,***,26,6,4,-,-,***,1,-,1
人数【人】,2013年12月,6341,大石田町,,68,3,***,33,26,-,2,-,***,1,-,3
人数【人】,2013年12月,6361,金山町,,52,25,***,18,7,-,-,-,***,-,-,2
人数【人】,2013年12月,6362,最上町,,67,28,***,33,2,2,-,-,***,-,-,2
人数【人】,2013年12月,6363,舟形町,,26,9,***,13,2,1,-,-,***,-,-,1
人数【人】,2013年12月,6364,真室川町,,41,25,***,6,4,1,-,-,***,-,-,5
人数【人】,2013年12月,6365,大蔵村,,19,2,***,9,7,-,1,-,***,-,-,-
人数【人】,2013年12月,6366,鮭川村,,25,10,***,4,7,-,-,-,***,1,-,3
人数【人】,2013年12月,6367,戸沢村,,66,41,***,11,11,-,3,-,***,-,-,-
人数【人】,2013年12月,6381,高畠町,,162,113,***,30,11,1,-,-,***,1,-,6
人数【人】,2013年12月,6382,川西町,,78,38,***,28,6,-,-,-,***,1,1,4
人数【人】,2013年12月,6401,小国町,,26,10,***,11,1,-,-,-,***,2,-,2
人数【人】,2013年12月,6402,白鷹町,,103,56,***,22,19,2,-,1,***,-,-,3
人数【人】,2013年12月,6403,飯豊町,,62,36,***,13,4,-,-,-,***,2,-,7
人数【人】,2013年12月,6426,三川町,,20,11,***,3,2,1,-,-,***,1,-,2
人数【人】,2013年12月,6428,庄内町,,62,28,***,17,12,1,-,-,***,1,-,3
人数【人】,2013年12月,6461,遊佐町,,50,25,***,14,6,-,2,-,***,1,-,2
人数【人】,2013年12月,7201,福島市,,1485,608,***,182,385,26,29,2,***,46,5,202
人数【人】,2013年12月,7202,会津若松市,,716,178,***,211,98,-,19,-,***,27,27,156
人数【人】,2013年12月,7203,郡山市,,1674,686,***,495,200,21,16,4,***,48,11,193
人数【人】,2013年12月,7204,いわき市,,1664,503,***,350,311,14,26,6,***,42,12,400
人数【人】,2013年12月,7205,白河市,,522,162,***,44,169,35,28,4,***,5,2,73
人数【人】,2013年12月,7207,須賀川市,,263,92,***,27,77,12,14,7,***,6,3,25
人数【人】,2013年12月,7208,喜多方市,,173,32,***,56,50,-,7,-,***,10,3,15
人数【人】,2013年12月,7209,相馬市,,175,116,***,23,17,-,1,-,***,2,3,13
人数【人】,2013年12月,7210,二本松市,,298,89,***,22,117,11,14,-,***,2,-,43
人数【人】,2013年12月,7211,田村市,,266,155,***,26,33,17,12,-,***,12,-,11
人数【人】,2013年12月,7212,南相馬市,,176,74,***,22,51,-,7,-,***,8,-,14
人数【人】,2013年12月,7213,伊達市,,280,159,***,21,60,6,2,-,***,4,4,24
人数【人】,2013年12月,7214,本宮市,,143,74,***,16,37,1,-,2,***,4,-,9
人数【人】,2013年12月,7301,桑折町,,35,14,***,2,9,1,6,-,***,2,-,1
人数【人】,2013年12月,7303,国見町,,59,24,***,9,23,1,-,-,***,-,-,2
人数【人】,2013年12月,7308,川俣町,,92,37,***,3,33,-,-,-,***,1,-,18
人数【人】,2013年12月,7322,大玉村,,41,26,***,8,4,-,-,-,***,3,-,-
人数【人】,2013年12月,7342,鏡石町,,39,3,***,7,15,6,2,-,***,1,-,5
人数【人】,2013年12月,7344,天栄村,,43,10,***,4,4,-,-,-,***,-,-,25
人数【人】,2013年12月,7362,下郷町,,30,10,***,14,1,-,-,-,***,-,-,5
人数【人】,2013年12月,7364,檜枝岐村,,2,-,***,1,-,-,-,-,***,-,-,1
人数【人】,2013年12月,7367,只見町,,7,2,***,-,-,-,-,-,***,-,-,5
人数【人】,2013年12月,7368,南会津町,,65,35,***,15,10,-,-,-,***,3,-,2
人数【人】,2013年12月,7402,北塩原村,,17,8,***,6,3,-,-,-,***,-,-,-
人数【人】,2013年12月,7405,西会津町,,29,15,***,4,6,-,-,-,***,2,-,2
人数【人】,2013年12月,7407,磐梯町,,9,1,***,-,1,-,-,-,***,2,2,3
人数【人】,2013年12月,7408,猪苗代町,,52,15,***,15,10,3,1,-,***,2,-,6
人数【人】,2013年12月,7421,会津坂下町,,66,48,***,6,6,1,-,-,***,-,-,5
人数【人】,2013年12月,7422,湯川村,,9,1,***,2,3,-,-,-,***,-,-,3
人数【人】,2013年12月,7423,柳津町,,11,4,***,4,1,-,-,-,***,-,-,2
人数【人】,2013年12月,7444,三島町,,7,1,***,3,1,-,-,-,***,-,-,2
人数【人】,2013年12月,7445,金山町,,6,4,***,1,-,-,-,-,***,-,-,1
人数【人】,2013年12月,7446,昭和村,,3,-,***,1,1,-,-,-,***,-,-,1
人数【人】,2013年12月,7447,会津美里町,,44,9,***,18,9,-,1,-,***,4,-,3
人数【人】,2013年12月,7461,西郷村,,158,34,***,16,70,5,3,5,***,2,1,22
人数【人】,2013年12月,7464,泉崎村,,59,42,***,2,7,1,1,2,***,2,-,2
人数【人】,2013年12月,7465,中島村,,13,3,***,-,2,-,-,-,***,1,-,7
人数【人】,2013年12月,7466,矢吹町,,85,30,***,5,19,2,4,1,***,5,-,19
人数【人】,2013年12月,7481,棚倉町,,71,14,***,7,34,1,3,-,***,1,-,11
人数【人】,2013年12月,7482,矢祭町,,18,-,***,4,8,-,2,-,***,1,-,3
人数【人】,2013年12月,7483,塙町,,69,14,***,2,26,1,17,-,***,2,-,7
人数【人】,2013年12月,7484,鮫川村,,12,8,***,-,3,-,-,-,***,-,-,1
人数【人】,2013年12月,7501,石川町,,80,52,***,3,9,-,3,-,***,2,-,11
人数【人】,2013年12月,7502,玉川村,,55,19,***,-,32,-,1,-,***,1,-,2
人数【人】,2013年12月,7503,平田村,,70,21,***,2,42,-,3,-,***,-,-,2
人数【人】,2013年12月,7504,浅川町,,29,4,***,1,19,-,1,-,***,-,-,4
人数【人】,2013年12月,7505,古殿町,,53,43,***,-,8,-,-,-,***,-,-,2
人数【人】,2013年12月,7521,三春町,,56,36,***,7,3,1,-,-,***,4,-,5
人数【人】,2013年12月,7522,小野町,,72,28,***,13,9,20,1,-,***,-,-,1
人数【人】,2013年12月,7541,広野町,,22,4,***,14,3,-,-,-,***,1,-,-
人数【人】,2013年12月,7542,楢葉町,,25,7,***,4,9,-,-,-,***,-,-,5
人数【人】,2013年12月,7543,富岡町,,56,21,***,8,17,-,1,-,***,-,-,9
人数【人】,2013年12月,7544,川内村,,34,15,***,5,10,1,2,-,***,1,-,-
人数【人】,2013年12月,7545,大熊町,,41,15,***,8,10,-,-,-,***,-,3,5
人数【人】,2013年12月,7546,双葉町,,25,4,***,2,12,3,-,-,***,1,-,3
人数【人】,2013年12月,7547,浪江町,,49,13,***,7,24,-,-,-,***,-,-,5
人数【人】,2013年12月,7548,葛尾村,,6,1,***,-,5,-,-,-,***,-,-,-
人数【人】,2013年12月,7561,新地町,,35,15,***,6,10,1,-,-,***,1,-,2
人数【人】,2013年12月,7564,飯舘村,,32,5,***,7,20,-,-,-,***,-,-,-
人数【人】,2013年12月,8201,水戸市,,3070,756,***,1030,350,26,131,10,***,98,23,646
人数【人】,2013年12月,8202,日立市,,1341,412,***,263,236,33,45,24,***,39,13,276
人数【人】,2013年12月,8203,土浦市,,3406,608,***,333,945,566,31,101,***,41,90,691
人数【人】,2013年12月,8204,古河市,,2472,525,***,181,813,222,97,38,***,26,39,531
人数【人】,2013年12月,8205,石岡市,,912,230,***,135,146,75,8,27,***,11,57,223
人数【人】,2013年12月,8207,結城市,,1679,323,***,32,278,430,151,99,***,6,21,339
人数【人】,2013年12月,8208,龍ケ崎市,,1118,412,***,110,210,65,25,29,***,15,19,233
人数【人】,2013年12月,8210,下妻市,,1548,254,***,43,352,154,6,383,***,4,53,299
人数【人】,2013年12月,8211,常総市,,4202,294,***,77,813,2204,55,246,***,5,15,493
人数【人】,2013年12月,8212,常陸太田市,,134,52,***,20,18,6,7,1,***,6,-,24
人数【人】,2013年12月,8214,高萩市,,181,59,***,27,40,21,3,-,***,5,1,25
人数【人】,2013年12月,8215,北茨城市,,231,36,***,57,40,20,10,3,***,7,2,56
人数【人】,2013年12月,8216,笠間市,,544,95,***,70,99,79,4,6,***,16,11,164
人数【人】,2013年12月,8217,取手市,,1333,414,***,181,160,141,74,26,***,26,31,280
人数【人】,2013年12月,8219,牛久市,,1171,229,***,91,140,413,17,36,***,23,36,186
人数【人】,2013年12月,8220,つくば市,,7435,2769,***,1010,309,215,151,152,***,192,196,2441
人数【人】,2013年12月,8221,ひたちなか市,,1295,450,***,139,334,29,38,11,***,37,20,237
人数【人】,2013年12月,8222,鹿嶋市,,792,174,***,118,166,30,8,8,***,16,28,244
人数【人】,2013年12月,8223,潮来市,,332,80,***,28,48,16,2,1,***,1,10,146
人数【人】,2013年12月,8224,守谷市,,718,201,***,116,78,124,10,21,***,25,14,129
人数【人】,2013年12月,8225,常陸大宮市,,229,72,***,45,26,25,7,-,***,8,2,44
人数【人】,2013年12月,8226,那珂市,,201,65,***,40,35,-,1,3,***,8,1,48
人数【人】,2013年12月,8227,筑西市,,1823,273,***,117,410,258,34,86,***,10,47,588
人数【人】,2013年12月,8228,坂東市,,1666,336,***,118,320,63,107,17,***,7,18,680
人数【人】,2013年12月,8229,稲敷市,,773,214,***,67,100,44,24,32,***,3,22,267
人数【人】,2013年12月,8230,かすみがうら市,,1060,164,***,26,91,299,14,127,***,6,4,329
人数【人】,2013年12月,8231,桜川市,,264,101,***,33,39,6,5,12,***,-,3,65
人数【人】,2013年12月,8232,神栖市,,2218,726,***,120,386,289,20,45,***,19,119,494
人数【人】,2013年12月,8233,行方市,,975,606,***,18,95,4,25,11,***,2,6,208
人数【人】,2013年12月,8234,鉾田市,,2129,1156,***,50,96,7,295,-,***,5,16,504
人数【人】,2013年12月,8235,つくばみらい市,,354,71,***,60,56,42,14,6,***,9,13,83
人数【人】,2013年12月,8236,小美玉市,,1138,299,***,88,109,49,90,49,***,8,25,421
人数【人】,2013年12月,8302,茨城町,,432,173,***,33,21,5,32,3,***,2,8,155
人数【人】,2013年12月,8309,大洗町,,673,157,***,15,88,-,14,9,***,6,10,374
人数【人】,2013年12月,8310,城里町,,89,11,***,32,21,-,-,-,***,2,2,21
人数【人】,2013年12月,8341,東海村,,234,65,***,35,15,26,15,-,***,9,5,64
人数【人】,2013年12月,8364,大子町,,86,21,***,12,32,1,1,-,***,1,1,17
人数【人】,2013年12月,8442,美浦村,,259,23,***,54,56,15,3,4,***,-,5,99
人数【人】,2013年12月,8443,阿見町,,653,86,***,41,184,58,8,6,***,5,14,251
人数【人】,2013年12月,8447,河内町,,76,41,***,4,9,3,-,-,***,-,1,18
人数【人】,2013年12月,8521,八千代町,,931,480,***,8,74,7,70,3,***,1,7,281
人数【人】,2013年12月,8542,五霞町,,123,39,***,4,15,30,1,1,***,-,1,32
人数【人】,2013年12月,8546,境町,,672,56,***,31,119,169,14,18,***,1,5,259
人数【人】,2013年12月,8564,利根町,,135,39,***,10,21,12,6,2,***,2,3,40
人数【人】,2013年12月,9201,宇都宮市,,7336,2600,***,1109,576,524,280,216,***,171,485,1375
人数【人】,2013年12月,9202,足利市,,3235,836,***,215,461,399,133,376,***,37,14,764
人数【人】,2013年12月,9203,栃木市,,2163,345,***,93,351,84,26,437,***,18,11,798
人数【人】,2013年12月,9204,佐野市,,2026,428,***,104,323,231,55,252,***,43,32,558
人数【人】,2013年12月,9205,鹿沼市,,967,275,***,48,85,111,229,66,***,10,17,126
人数【人】,2013年12月,9206,日光市,,564,120,***,82,134,70,16,7,***,19,21,95
人数【人】,2013年12月,9208,小山市,,4878,680,***,592,527,1110,121,865,***,39,60,884
人数【人】,2013年12月,9209,真岡市,,3148,327,***,69,471,981,69,796,***,14,35,386
人数【人】,2013年12月,9210,大田原市,,1094,192,***,53,156,464,13,61,***,16,21,118
人数【人】,2013年12月,9211,矢板市,,322,99,***,24,36,26,34,55,***,6,9,33
人数【人】,2013年12月,9213,那須塩原市,,1866,366,***,133,351,486,10,93,***,24,32,371
人数【人】,2013年12月,9214,さくら市,,259,89,***,14,45,4,19,19,***,9,4,56
人数【人】,2013年12月,9215,那須烏山市,,266,85,***,11,17,3,72,-,***,2,7,69
人数【人】,2013年12月,9216,下野市,,414,115,***,79,33,16,12,9,***,8,20,122
人数【人】,2013年12月,9301,上三川町,,288,97,***,18,28,34,29,12,***,7,9,54
人数【人】,2013年12月,9342,益子町,,184,29,***,13,18,20,-,9,***,5,10,80
人数【人】,2013年12月,9343,茂木町,,60,10,***,7,8,5,16,-,***,4,-,10
人数【人】,2013年12月,9344,市貝町,,157,66,***,5,13,24,1,10,***,3,5,30
人数【人】,2013年12月,9345,芳賀町,,126,28,***,7,21,31,10,6,***,1,-,22
人数【人】,2013年12月,9361,壬生町,,348,78,***,37,32,28,45,24,***,5,22,77
人数【人】,2013年12月,9364,野木町,,226,36,***,33,20,71,-,21,***,3,6,36
人数【人】,2013年12月,9367,岩舟町,,107,29,***,5,12,5,-,4,***,1,1,50
人数【人】,2013年12月,9384,塩谷町,,64,34,***,5,14,2,-,1,***,-,1,7
人数【人】,2013年12月,9386,高根沢町,,331,117,***,33,24,7,38,8,***,5,8,91
人数【人】,2013年12月,9407,那須町,,206,62,***,31,36,1,21,1,***,5,7,42
人数【人】,2013年12月,9411,那珂川町,,92,41,***,1,28,2,1,1,***,1,1,16
人数【人】,2013年12月,10201,前橋市,,4117,1418,***,589,761,427,159,98,***,77,24,564
人数【人】,2013年12月,10202,高崎市,,4100,1487,***,613,682,287,143,67,***,91,64,666
人数【人】,2013年12月,10203,桐生市,,1689,377,***,189,375,35,109,216,***,45,5,338
人数【人】,2013年12月,10204,伊勢崎市,,10263,720,***,214,1144,3407,1010,2503,***,44,17,1204
人数【人】,2013年12月,10205,太田市,,7805,984,***,495,1138,2808,541,571,***,67,26,1175
人数【人】,2013年12月,10206,沼田市,,433,192,***,57,52,10,21,17,***,7,5,72
人数【人】,2013年12月,10207,館林市,,1719,478,***,82,281,199,118,81,***,21,9,450
人数【人】,2013年12月,10208,渋川市,,538,129,***,46,184,26,35,14,***,15,20,69
人数【人】,2013年12月,10209,藤岡市,,518,182,***,56,85,25,25,22,***,7,5,111
人数【人】,2013年12月,10210,富岡市,,479,274,***,39,55,4,24,3,***,11,5,64
人数【人】,2013年12月,10211,安中市,,432,67,***,46,101,22,46,73,***,9,4,64
人数【人】,2013年12月,10212,みどり市,,531,63,***,87,176,15,38,44,***,4,5,99
人数【人】,2013年12月,10344,榛東村,,100,18,***,2,17,4,11,-,***,5,1,42
人数【人】,2013年12月,10345,吉岡町,,105,17,***,11,29,10,13,2,***,1,3,19
人数【人】,2013年12月,10366,上野村,,12,6,***,-,1,-,-,-,***,-,-,5
人数【人】,2013年12月,10367,神流町,,6,2,***,-,2,-,-,-,***,1,-,1
人数【人】,2013年12月,10382,下仁田町,,39,13,***,2,13,1,-,-,***,3,4,3
人数【人】,2013年12月,10383,南牧村,,9,6,***,2,-,-,-,-,***,1,-,-
人数【人】,2013年12月,10384,甘楽町,,74,47,***,3,4,1,4,-,***,2,1,12
人数【人】,2013年12月,10421,中之条町,,172,43,***,1,94,5,-,2,***,3,14,10
人数【人】,2013年12月,10424,長野原町,,62,21,***,5,12,-,2,-,***,4,1,17
人数【人】,2013年12月,10425,嬬恋村,,109,32,***,31,8,13,2,-,***,2,-,21
人数【人】,2013年12月,10426,草津町,,153,28,***,28,23,46,-,4,***,1,8,15
人数【人】,2013年12月,10428,高山村,,18,3,***,2,1,-,2,-,***,1,1,8
人数【人】,2013年12月,10429,東吾妻町,,186,92,***,6,60,1,11,-,***,1,5,10
人数【人】,2013年12月,10443,片品村,,10,2,***,1,4,-,-,-,***,1,-,2
人数【人】,2013年12月,10444,川場村,,9,-,***,-,2,-,-,-,***,1,2,4
人数【人】,2013年12月,10448,昭和村,,265,172,***,2,28,1,3,-,***,7,-,52
人数【人】,2013年12月,10449,みなかみ町,,227,54,***,17,24,7,18,-,***,13,8,86
人数【人】,2013年12月,10464,玉村町,,610,98,***,40,126,220,15,7,***,11,2,91
人数【人】,2013年12月,10521,板倉町,,116,36,***,7,20,5,10,3,***,3,-,32
人数【人】,2013年12月,10522,明和町,,123,35,***,6,27,13,7,1,***,3,-,31
人数【人】,2013年12月,10523,千代田町,,352,52,***,4,31,94,72,19,***,-,1,79
人数【人】,2013年12月,10524,大泉町,,6383,169,***,106,184,4181,46,937,***,9,2,749
人数【人】,2013年12月,10525,邑楽町,,407,64,***,16,43,115,17,11,***,7,1,133
人数【人】,2013年12月,11100,さいたま市,,17767,7657,***,3469,1810,297,1028,57,***,353,235,2861
人数【人】,2013年12月,11101,西区,,632,208,***,131,117,14,20,4,***,16,14,108
人数【人】,2013年12月,11102,北区,,1813,732,***,368,232,53,78,11,***,45,22,272
人数【人】,2013年12月,11103,大宮区,,2209,1116,***,465,155,20,66,5,***,53,35,294
人数【人】,2013年12月,11104,見沼区,,2475,882,***,484,258,90,359,2,***,43,25,332
人数【人】,2013年12月,11105,中央区,,1363,609,***,261,109,14,109,2,***,29,14,216
人数【人】,2013年12月,11106,桜区,,1960,893,***,276,156,22,107,5,***,16,13,472
人数【人】,2013年12月,11107,浦和区,,1895,847,***,439,127,24,41,4,***,60,35,318
人数【人】,2013年12月,11108,南区,,2983,1419,***,601,331,25,146,7,***,48,38,368
人数【人】,2013年12月,11109,緑区,,939,282,***,268,144,8,15,11,***,26,17,168
人数【人】,2013年12月,11110,岩槻区,,1498,669,***,176,181,27,87,6,***,17,22,313
人数【人】,2013年12月,11201,川越市,,5084,1865,***,579,613,432,323,172,***,96,105,899
人数【人】,2013年12月,11202,熊谷市,,2690,908,***,389,390,105,112,151,***,36,134,465
人数【人】,2013年12月,11203,川口市,,23239,13818,***,3191,2200,333,819,101,***,139,285,2353
人数【人】,2013年12月,11206,行田市,,1241,144,***,69,126,428,73,206,***,6,22,167
人数【人】,2013年12月,11207,秩父市,,577,274,***,41,137,15,12,4,***,11,1,82
人数【人】,2013年12月,11208,所沢市,,4036,1417,***,732,523,240,96,36,***,136,79,777
