"統計名：","在留外国人統計（旧登録外国人統計） 在留外国人統計"
"表番号：","07"
"表題：","市区町村別　国籍・地域別　在留外国人"
"実施年月：","-","-"
"市区町村時点（年月日）：","2015年12月31日"

"***","数字が得られないもの"
"-","数字が得られないもの"

"","","","","","","","000","","105","","103","","901","","117","","410","","110","","407","","131","","304","","106","","960",""
"表章項目 コード","表章項目","時間軸（月次） コード","時間軸（月次）","市区町村 コード","市区町村","/国籍07","総数","注釈","中国","注釈","韓国","注釈","韓国・朝鮮","注釈","フィリピン","注釈","ブラジル","注釈","ベトナム","注釈","ペルー","注釈","ネパール","注釈","米国","注釈","台湾","注釈","その他","注釈"
"101","人数【人】","2014000606","2014年6月","01100","札幌市","","9,709","","3,466","","***","","2,615","","339","","59","","94","","14","","***","","526","","238","","2,358",""
"101","人数【人】","2014000606","2014年6月","01101","中央区","","2,104","","736","","***","","550","","50","","9","","47","","5","","***","","193","","60","","454",""
"101","人数【人】","2014000606","2014年6月","01102","北区","","2,249","","960","","***","","318","","59","","6","","20","","2","","***","","74","","61","","749",""
"101","人数【人】","2014000606","2014年6月","01103","東区","","1,270","","491","","***","","274","","53","","17","","12","","2","","***","","32","","51","","338",""
"101","人数【人】","2014000606","2014年6月","01104","白石区","","679","","181","","***","","269","","33","","7","","9","","1","","***","","34","","4","","141",""
"101","人数【人】","2014000606","2014年6月","01105","豊平区","","1,173","","336","","***","","474","","45","","5","","2","","1","","***","","71","","22","","217",""
"101","人数【人】","2014000606","2014年6月","01106","南区","","461","","133","","***","","116","","22","","-","","-","","3","","***","","50","","5","","132",""
"101","人数【人】","2014000606","2014年6月","01107","西区","","586","","181","","***","","193","","33","","7","","3","","-","","***","","26","","14","","129",""
"101","人数【人】","2014000606","2014年6月","01108","厚別区","","469","","253","","***","","97","","20","","1","","-","","-","","***","","19","","9","","70",""
"101","人数【人】","2014000606","2014年6月","01109","手稲区","","286","","128","","***","","54","","14","","-","","1","","-","","***","","6","","4","","79",""
"101","人数【人】","2014000606","2014年6月","01110","清田区","","432","","67","","***","","270","","10","","7","","-","","-","","***","","21","","8","","49",""
"101","人数【人】","2014000606","2014年6月","01202","函館市","","817","","397","","***","","170","","34","","3","","19","","3","","***","","28","","19","","144",""
"101","人数【人】","2014000606","2014年6月","01203","小樽市","","453","","133","","***","","86","","12","","1","","3","","-","","***","","19","","15","","184",""
"101","人数【人】","2014000606","2014年6月","01204","旭川市","","682","","164","","***","","238","","76","","6","","22","","-","","***","","33","","9","","134",""
"101","人数【人】","2014000606","2014年6月","01205","室蘭市","","287","","85","","***","","80","","14","","4","","7","","-","","***","","7","","5","","85",""
"101","人数【人】","2014000606","2014年6月","01206","釧路市","","428","","144","","***","","138","","40","","1","","41","","-","","***","","13","","8","","43",""
"101","人数【人】","2014000606","2014年6月","01207","帯広市","","499","","113","","***","","173","","34","","5","","10","","-","","***","","24","","7","","133",""
"101","人数【人】","2014000606","2014年6月","01208","北見市","","346","","142","","***","","68","","37","","2","","13","","1","","***","","7","","10","","66",""
"101","人数【人】","2014000606","2014年6月","01209","夕張市","","81","","71","","***","","7","","-","","-","","-","","-","","***","","1","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01210","岩見沢市","","133","","33","","***","","39","","14","","-","","1","","-","","***","","16","","3","","27",""
"101","人数【人】","2014000606","2014年6月","01211","網走市","","193","","138","","***","","15","","8","","-","","-","","-","","***","","10","","2","","20",""
"101","人数【人】","2014000606","2014年6月","01212","留萌市","","74","","53","","***","","15","","1","","-","","-","","-","","***","","1","","-","","4",""
"101","人数【人】","2014000606","2014年6月","01213","苫小牧市","","458","","138","","***","","162","","34","","1","","3","","-","","***","","9","","5","","106",""
"101","人数【人】","2014000606","2014年6月","01214","稚内市","","356","","259","","***","","44","","6","","-","","-","","-","","***","","9","","-","","38",""
"101","人数【人】","2014000606","2014年6月","01215","美唄市","","48","","11","","***","","25","","5","","-","","-","","-","","***","","3","","-","","4",""
"101","人数【人】","2014000606","2014年6月","01216","芦別市","","52","","36","","***","","5","","4","","-","","4","","1","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01217","江別市","","394","","188","","***","","79","","8","","10","","-","","4","","***","","25","","7","","73",""
"101","人数【人】","2014000606","2014年6月","01218","赤平市","","46","","24","","***","","8","","13","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01219","紋別市","","336","","271","","***","","6","","3","","-","","6","","-","","***","","2","","2","","46",""
"101","人数【人】","2014000606","2014年6月","01220","士別市","","49","","26","","***","","10","","2","","-","","1","","-","","***","","9","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01221","名寄市","","151","","95","","***","","11","","4","","-","","-","","-","","***","","21","","1","","19",""
"101","人数【人】","2014000606","2014年6月","01222","三笠市","","13","","3","","***","","6","","1","","-","","-","","-","","***","","1","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01223","根室市","","260","","107","","***","","8","","13","","-","","91","","-","","***","","-","","1","","40",""
"101","人数【人】","2014000606","2014年6月","01224","千歳市","","411","","112","","***","","151","","42","","2","","5","","1","","***","","18","","8","","72",""
"101","人数【人】","2014000606","2014年6月","01225","滝川市","","96","","27","","***","","21","","10","","-","","4","","-","","***","","6","","-","","28",""
"101","人数【人】","2014000606","2014年6月","01226","砂川市","","35","","17","","***","","9","","2","","-","","-","","-","","***","","2","","1","","4",""
"101","人数【人】","2014000606","2014年6月","01227","歌志内市","","13","","9","","***","","2","","1","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01228","深川市","","54","","22","","***","","14","","12","","-","","-","","-","","***","","2","","-","","4",""
"101","人数【人】","2014000606","2014年6月","01229","富良野市","","142","","81","","***","","16","","4","","-","","-","","-","","***","","5","","10","","26",""
"101","人数【人】","2014000606","2014年6月","01230","登別市","","105","","34","","***","","39","","2","","1","","2","","-","","***","","6","","4","","17",""
"101","人数【人】","2014000606","2014年6月","01231","恵庭市","","225","","117","","***","","48","","14","","3","","-","","-","","***","","5","","11","","27",""
"101","人数【人】","2014000606","2014年6月","01233","伊達市","","92","","54","","***","","7","","5","","-","","-","","-","","***","","7","","1","","18",""
"101","人数【人】","2014000606","2014年6月","01234","北広島市","","160","","43","","***","","28","","3","","1","","-","","4","","***","","9","","2","","70",""
"101","人数【人】","2014000606","2014年6月","01235","石狩市","","136","","56","","***","","26","","11","","4","","-","","-","","***","","4","","2","","33",""
"101","人数【人】","2014000606","2014年6月","01236","北斗市","","81","","50","","***","","22","","1","","-","","-","","-","","***","","3","","-","","5",""
"101","人数【人】","2014000606","2014年6月","01303","当別町","","37","","5","","***","","10","","4","","-","","1","","-","","***","","1","","-","","16",""
"101","人数【人】","2014000606","2014年6月","01304","新篠津村","","7","","5","","***","","1","","-","","-","","-","","-","","***","","-","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01331","松前町","","26","","5","","***","","-","","-","","-","","18","","-","","***","","2","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01332","福島町","","36","","17","","***","","5","","1","","-","","9","","-","","***","","1","","1","","2",""
"101","人数【人】","2014000606","2014年6月","01333","知内町","","2","","-","","***","","-","","1","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01334","木古内町","","23","","-","","***","","3","","-","","-","","18","","-","","***","","2","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01337","七飯町","","35","","12","","***","","14","","-","","-","","-","","-","","***","","3","","1","","5",""
"101","人数【人】","2014000606","2014年6月","01343","鹿部町","","36","","34","","***","","-","","-","","-","","-","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01345","森町","","217","","201","","***","","7","","1","","-","","4","","-","","***","","3","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01346","八雲町","","92","","76","","***","","8","","2","","2","","-","","-","","***","","-","","1","","3",""
"101","人数【人】","2014000606","2014年6月","01347","長万部町","","71","","66","","***","","1","","-","","-","","-","","-","","***","","1","","-","","3",""
"101","人数【人】","2014000606","2014年6月","01361","江差町","","8","","2","","***","","2","","2","","-","","-","","-","","***","","-","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01362","上ノ国町","","16","","12","","***","","2","","-","","-","","-","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01363","厚沢部町","","16","","9","","***","","6","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01364","乙部町","","1","","-","","***","","-","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01367","奥尻町","","7","","2","","***","","2","","1","","-","","-","","-","","***","","-","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01370","今金町","","2","","1","","***","","-","","-","","-","","-","","-","","***","","-","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01371","せたな町","","30","","17","","***","","2","","-","","-","","9","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01391","島牧村","","1","","-","","***","","1","","-","","-","","-","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01392","寿都町","","48","","46","","***","","1","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01393","黒松内町","","4","","-","","***","","1","","1","","-","","-","","-","","***","","-","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01394","蘭越町","","16","","4","","***","","-","","3","","-","","-","","-","","***","","1","","2","","6",""
"101","人数【人】","2014000606","2014年6月","01395","ニセコ町","","120","","7","","***","","7","","2","","2","","-","","-","","***","","11","","8","","83",""
"101","人数【人】","2014000606","2014年6月","01396","真狩村","","8","","2","","***","","-","","-","","-","","-","","-","","***","","1","","2","","3",""
"101","人数【人】","2014000606","2014年6月","01397","留寿都村","","40","","6","","***","","5","","-","","1","","-","","-","","***","","1","","16","","11",""
"101","人数【人】","2014000606","2014年6月","01398","喜茂別町","","18","","-","","***","","-","","1","","-","","-","","-","","***","","-","","4","","13",""
"101","人数【人】","2014000606","2014年6月","01399","京極町","","10","","1","","***","","-","","7","","-","","-","","-","","***","","2","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01400","倶知安町","","404","","7","","***","","14","","3","","2","","2","","-","","***","","20","","2","","354",""
"101","人数【人】","2014000606","2014年6月","01401","共和町","","12","","9","","***","","2","","1","","-","","-","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01402","岩内町","","31","","11","","***","","11","","3","","-","","-","","-","","***","","4","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01403","泊村","","4","","-","","***","","2","","-","","-","","-","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01404","神恵内村","","-","","-","","***","","-","","-","","-","","-","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01405","積丹町","","2","","-","","***","","-","","-","","-","","-","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01406","古平町","","33","","30","","***","","1","","-","","-","","-","","-","","***","","-","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01407","仁木町","","160","","155","","***","","1","","-","","-","","-","","-","","***","","1","","-","","3",""
"101","人数【人】","2014000606","2014年6月","01408","余市町","","140","","116","","***","","7","","7","","-","","-","","-","","***","","-","","2","","8",""
"101","人数【人】","2014000606","2014年6月","01409","赤井川村","","12","","-","","***","","1","","-","","-","","-","","-","","***","","2","","1","","8",""
"101","人数【人】","2014000606","2014年6月","01423","南幌町","","39","","29","","***","","5","","1","","-","","-","","-","","***","","3","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01424","奈井江町","","11","","2","","***","","6","","2","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01425","上砂川町","","11","","9","","***","","1","","-","","-","","-","","-","","***","","-","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01427","由仁町","","12","","1","","***","","7","","-","","-","","-","","-","","***","","-","","-","","4",""
"101","人数【人】","2014000606","2014年6月","01428","長沼町","","15","","1","","***","","2","","1","","-","","-","","-","","***","","1","","-","","10",""
"101","人数【人】","2014000606","2014年6月","01429","栗山町","","80","","69","","***","","7","","2","","-","","-","","-","","***","","2","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01430","月形町","","5","","2","","***","","-","","1","","-","","-","","-","","***","","-","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01431","浦臼町","","3","","3","","***","","-","","-","","-","","-","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01432","新十津川町","","6","","3","","***","","-","","1","","-","","-","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01433","妹背牛町","","1","","-","","***","","1","","-","","-","","-","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01434","秩父別町","","3","","-","","***","","2","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01436","雨竜町","","2","","1","","***","","-","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01437","北竜町","","1","","-","","***","","-","","1","","-","","-","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01438","沼田町","","-","","-","","***","","-","","-","","-","","-","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01452","鷹栖町","","6","","1","","***","","2","","-","","-","","-","","-","","***","","-","","-","","3",""
"101","人数【人】","2014000606","2014年6月","01453","東神楽町","","14","","3","","***","","3","","-","","-","","-","","-","","***","","5","","-","","3",""
"101","人数【人】","2014000606","2014年6月","01454","当麻町","","5","","1","","***","","-","","-","","-","","3","","-","","***","","-","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01455","比布町","","2","","-","","***","","1","","-","","-","","-","","-","","***","","-","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01456","愛別町","","54","","49","","***","","2","","-","","-","","-","","-","","***","","1","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01457","上川町","","39","","28","","***","","1","","3","","-","","-","","-","","***","","-","","5","","2",""
"101","人数【人】","2014000606","2014年6月","01458","東川町","","62","","40","","***","","2","","-","","-","","-","","-","","***","","3","","6","","11",""
"101","人数【人】","2014000606","2014年6月","01459","美瑛町","","34","","16","","***","","4","","-","","-","","-","","-","","***","","2","","6","","6",""
"101","人数【人】","2014000606","2014年6月","01460","上富良野町","","40","","7","","***","","8","","13","","-","","-","","1","","***","","1","","2","","8",""
"101","人数【人】","2014000606","2014年6月","01461","中富良野町","","14","","6","","***","","-","","-","","-","","-","","-","","***","","5","","1","","2",""
"101","人数【人】","2014000606","2014年6月","01462","南富良野町","","9","","2","","***","","2","","-","","-","","-","","-","","***","","1","","1","","3",""
"101","人数【人】","2014000606","2014年6月","01463","占冠村","","59","","15","","***","","11","","-","","-","","-","","-","","***","","2","","12","","19",""
"101","人数【人】","2014000606","2014年6月","01464","和寒町","","8","","7","","***","","1","","-","","-","","-","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01465","剣淵町","","1","","-","","***","","-","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01468","下川町","","28","","22","","***","","3","","-","","-","","-","","-","","***","","-","","-","","3",""
"101","人数【人】","2014000606","2014年6月","01469","美深町","","14","","12","","***","","-","","-","","-","","-","","-","","***","","-","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01470","音威子府村","","7","","4","","***","","-","","1","","-","","-","","-","","***","","2","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01471","中川町","","12","","10","","***","","1","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01472","幌加内町","","2","","-","","***","","-","","1","","-","","-","","-","","***","","-","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01481","増毛町","","57","","54","","***","","1","","1","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01482","小平町","","15","","12","","***","","1","","-","","-","","-","","-","","***","","2","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01483","苫前町","","14","","12","","***","","-","","-","","-","","-","","-","","***","","2","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01484","羽幌町","","6","","2","","***","","1","","2","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01485","初山別村","","1","","-","","***","","-","","-","","-","","-","","-","","***","","-","","1","","-",""
"101","人数【人】","2014000606","2014年6月","01486","遠別町","","15","","13","","***","","-","","1","","-","","-","","-","","***","","-","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01487","天塩町","","17","","12","","***","","1","","-","","-","","-","","-","","***","","3","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01511","猿払村","","108","","105","","***","","1","","-","","-","","-","","-","","***","","1","","1","","-",""
"101","人数【人】","2014000606","2014年6月","01512","浜頓別町","","121","","117","","***","","-","","1","","-","","-","","-","","***","","2","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01513","中頓別町","","5","","-","","***","","-","","-","","-","","-","","-","","***","","1","","-","","4",""
"101","人数【人】","2014000606","2014年6月","01514","枝幸町","","158","","145","","***","","2","","1","","-","","2","","-","","***","","1","","-","","7",""
"101","人数【人】","2014000606","2014年6月","01516","豊富町","","14","","7","","***","","-","","2","","-","","4","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01517","礼文町","","24","","23","","***","","-","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01518","利尻町","","3","","2","","***","","-","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01519","利尻富士町","","16","","13","","***","","-","","-","","3","","-","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01520","幌延町","","20","","19","","***","","-","","-","","-","","-","","-","","***","","-","","1","","-",""
"101","人数【人】","2014000606","2014年6月","01543","美幌町","","45","","24","","***","","5","","9","","-","","1","","-","","***","","4","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01544","津別町","","15","","7","","***","","4","","3","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01545","斜里町","","69","","30","","***","","2","","11","","-","","2","","-","","***","","-","","-","","24",""
"101","人数【人】","2014000606","2014年6月","01546","清里町","","4","","-","","***","","1","","1","","-","","-","","-","","***","","-","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01547","小清水町","","35","","31","","***","","-","","2","","-","","-","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01549","訓子府町","","23","","6","","***","","-","","9","","-","","7","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01550","置戸町","","3","","-","","***","","-","","2","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01552","佐呂間町","","147","","103","","***","","2","","10","","-","","1","","-","","***","","1","","1","","29",""
"101","人数【人】","2014000606","2014年6月","01555","遠軽町","","68","","41","","***","","8","","13","","1","","-","","-","","***","","1","","-","","4",""
"101","人数【人】","2014000606","2014年6月","01559","湧別町","","129","","106","","***","","3","","6","","-","","2","","-","","***","","-","","-","","12",""
"101","人数【人】","2014000606","2014年6月","01560","滝上町","","12","","8","","***","","1","","-","","-","","2","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01561","興部町","","68","","56","","***","","5","","-","","-","","-","","-","","***","","-","","-","","7",""
"101","人数【人】","2014000606","2014年6月","01562","西興部村","","4","","2","","***","","-","","-","","-","","1","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01563","雄武町","","199","","184","","***","","3","","3","","-","","-","","-","","***","","1","","-","","8",""
"101","人数【人】","2014000606","2014年6月","01564","大空町","","12","","6","","***","","1","","2","","-","","-","","-","","***","","-","","-","","3",""
"101","人数【人】","2014000606","2014年6月","01571","豊浦町","","29","","6","","***","","10","","1","","-","","-","","-","","***","","2","","2","","8",""
"101","人数【人】","2014000606","2014年6月","01575","壮瞥町","","12","","10","","***","","-","","-","","-","","-","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01578","白老町","","78","","53","","***","","16","","2","","-","","-","","-","","***","","2","","-","","5",""
"101","人数【人】","2014000606","2014年6月","01581","厚真町","","12","","-","","***","","3","","1","","5","","-","","-","","***","","-","","1","","2",""
"101","人数【人】","2014000606","2014年6月","01584","洞爺湖町","","70","","44","","***","","3","","3","","1","","-","","-","","***","","4","","5","","10",""
"101","人数【人】","2014000606","2014年6月","01585","安平町","","29","","2","","***","","6","","6","","-","","-","","-","","***","","1","","-","","14",""
"101","人数【人】","2014000606","2014年6月","01586","むかわ町","","110","","91","","***","","11","","1","","-","","4","","-","","***","","2","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01601","日高町","","134","","37","","***","","9","","41","","-","","6","","-","","***","","4","","1","","36",""
"101","人数【人】","2014000606","2014年6月","01602","平取町","","127","","114","","***","","5","","1","","2","","-","","-","","***","","1","","2","","2",""
"101","人数【人】","2014000606","2014年6月","01604","新冠町","","54","","7","","***","","1","","13","","-","","12","","2","","***","","1","","1","","17",""
"101","人数【人】","2014000606","2014年6月","01607","浦河町","","77","","4","","***","","6","","38","","-","","-","","-","","***","","3","","-","","26",""
"101","人数【人】","2014000606","2014年6月","01608","様似町","","10","","1","","***","","3","","4","","-","","-","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01609","えりも町","","35","","22","","***","","6","","2","","-","","-","","-","","***","","1","","-","","4",""
"101","人数【人】","2014000606","2014年6月","01610","新ひだか町","","90","","16","","***","","38","","15","","-","","-","","-","","***","","-","","-","","21",""
"101","人数【人】","2014000606","2014年6月","01631","音更町","","52","","12","","***","","16","","2","","2","","5","","-","","***","","2","","1","","12",""
"101","人数【人】","2014000606","2014年6月","01632","士幌町","","48","","30","","***","","5","","1","","-","","9","","-","","***","","1","","1","","1",""
"101","人数【人】","2014000606","2014年6月","01633","上士幌町","","34","","25","","***","","5","","-","","-","","-","","-","","***","","1","","-","","3",""
"101","人数【人】","2014000606","2014年6月","01634","鹿追町","","37","","23","","***","","2","","-","","-","","-","","-","","***","","4","","4","","4",""
"101","人数【人】","2014000606","2014年6月","01635","新得町","","36","","6","","***","","10","","1","","-","","1","","-","","***","","3","","-","","15",""
"101","人数【人】","2014000606","2014年6月","01636","清水町","","44","","21","","***","","9","","5","","-","","5","","-","","***","","3","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01637","芽室町","","27","","5","","***","","12","","2","","-","","2","","-","","***","","2","","1","","3",""
"101","人数【人】","2014000606","2014年6月","01638","中札内村","","17","","7","","***","","-","","1","","-","","-","","-","","***","","1","","-","","8",""
"101","人数【人】","2014000606","2014年6月","01639","更別村","","11","","2","","***","","1","","1","","3","","-","","-","","***","","-","","-","","4",""
"101","人数【人】","2014000606","2014年6月","01641","大樹町","","44","","20","","***","","1","","8","","-","","12","","-","","***","","1","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01642","広尾町","","32","","26","","***","","2","","-","","-","","1","","-","","***","","1","","1","","1",""
"101","人数【人】","2014000606","2014年6月","01643","幕別町","","66","","35","","***","","9","","1","","-","","6","","-","","***","","8","","-","","7",""
"101","人数【人】","2014000606","2014年6月","01644","池田町","","11","","1","","***","","1","","2","","-","","5","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01645","豊頃町","","18","","5","","***","","-","","2","","1","","9","","-","","***","","-","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01646","本別町","","21","","5","","***","","8","","2","","1","","-","","-","","***","","2","","2","","1",""
"101","人数【人】","2014000606","2014年6月","01647","足寄町","","16","","4","","***","","5","","3","","-","","2","","-","","***","","-","","1","","1",""
"101","人数【人】","2014000606","2014年6月","01648","陸別町","","14","","11","","***","","-","","-","","-","","3","","-","","***","","-","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01649","浦幌町","","11","","4","","***","","4","","1","","-","","-","","-","","***","","2","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01661","釧路町","","20","","5","","***","","12","","1","","-","","1","","-","","***","","-","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01662","厚岸町","","87","","43","","***","","-","","25","","-","","9","","-","","***","","3","","-","","7",""
"101","人数【人】","2014000606","2014年6月","01663","浜中町","","37","","3","","***","","-","","29","","-","","3","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01664","標茶町","","38","","2","","***","","8","","1","","-","","25","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","01665","弟子屈町","","23","","2","","***","","7","","4","","-","","4","","-","","***","","3","","1","","2",""
"101","人数【人】","2014000606","2014年6月","01667","鶴居村","","15","","2","","***","","1","","10","","-","","-","","-","","***","","-","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01668","白糠町","","14","","2","","***","","4","","5","","1","","-","","-","","***","","2","","-","","-",""
"101","人数【人】","2014000606","2014年6月","01691","別海町","","212","","79","","***","","14","","85","","1","","29","","-","","***","","1","","-","","3",""
"101","人数【人】","2014000606","2014年6月","01692","中標津町","","55","","7","","***","","26","","12","","-","","3","","-","","***","","2","","-","","5",""
"101","人数【人】","2014000606","2014年6月","01693","標津町","","27","","17","","***","","-","","7","","-","","-","","-","","***","","1","","-","","2",""
"101","人数【人】","2014000606","2014年6月","01694","羅臼町","","44","","38","","***","","3","","2","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","02201","青森市","","837","","211","","***","","316","","35","","5","","75","","-","","***","","53","","5","","137",""
"101","人数【人】","2014000606","2014年6月","02202","弘前市","","604","","224","","***","","130","","63","","5","","16","","-","","***","","39","","8","","119",""
"101","人数【人】","2014000606","2014年6月","02203","八戸市","","793","","226","","***","","210","","137","","1","","11","","3","","***","","39","","8","","158",""
"101","人数【人】","2014000606","2014年6月","02204","黒石市","","71","","39","","***","","11","","8","","-","","2","","-","","***","","6","","-","","5",""
"101","人数【人】","2014000606","2014年6月","02205","五所川原市","","99","","36","","***","","24","","12","","1","","1","","1","","***","","8","","3","","13",""
"101","人数【人】","2014000606","2014年6月","02206","十和田市","","223","","72","","***","","66","","39","","1","","-","","-","","***","","14","","7","","24",""
"101","人数【人】","2014000606","2014年6月","02207","三沢市","","323","","57","","***","","37","","57","","-","","42","","-","","***","","83","","-","","47",""
"101","人数【人】","2014000606","2014年6月","02208","むつ市","","142","","59","","***","","23","","32","","-","","6","","-","","***","","9","","2","","11",""
"101","人数【人】","2014000606","2014年6月","02209","つがる市","","35","","9","","***","","6","","8","","-","","3","","-","","***","","6","","-","","3",""
"101","人数【人】","2014000606","2014年6月","02210","平川市","","51","","34","","***","","2","","5","","-","","1","","-","","***","","4","","-","","5",""
"101","人数【人】","2014000606","2014年6月","02301","平内町","","17","","10","","***","","1","","4","","-","","-","","-","","***","","1","","-","","1",""
"101","人数【人】","2014000606","2014年6月","02303","今別町","","5","","-","","***","","3","","1","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","02304","蓬田村","","1","","-","","***","","-","","-","","-","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","02307","外ヶ浜町","","20","","17","","***","","-","","1","","1","","-","","-","","***","","1","","-","","-",""
"101","人数【人】","2014000606","2014年6月","02321","鰺ヶ沢町","","22","","8","","***","","3","","2","","-","","-","","-","","***","","2","","1","","6",""
"101","人数【人】","2014000606","2014年6月","02323","深浦町","","14","","10","","***","","-","","-","","-","","-","","-","","***","","1","","-","","3",""
"101","人数【人】","2014000606","2014年6月","02343","西目屋村","","-","","-","","***","","-","","-","","-","","-","","-","","***","","-","","-","","-",""
