"統計名：","在留外国人統計（旧登録外国人統計） 在留外国人統計"
"表番号：","07"
"表題：","市区町村別　国籍・地域別　在留外国人"
"実施年月：","-","-"
"市区町村時点（年月日）：","2015年12月31日"

"***","数字が得られないもの"
"-","数字が得られないもの"

"","","","","","","","000","","105","","103","","901","","117","","410","","110","","407","","131","","304","","106","","960",""
"表章項目 コード","表章項目","時間軸（月次） コード","時間軸（月次）","市区町村 コード","市区町村","/国籍07","総数","注釈","中国","注釈","韓国","注釈","韓国・朝鮮","注釈","フィリピン","注釈","ブラジル","注釈","ベトナム","注釈","ペルー","注釈","ネパール","注釈","米国","注釈","台湾","注釈","その他","注釈"
"101","人数【人】","2016000606","2016年6月","15206","新発田市","","488","","212","","40","","***","","63","","8","","36","","***","","11","","12","","1","","105",""
"101","人数【人】","2016000606","2016年6月","15208","小千谷市","","178","","48","","15","","***","","91","","-","","-","","***","","-","","4","","4","","16",""
"101","人数【人】","2016000606","2016年6月","15209","加茂市","","95","","33","","11","","***","","20","","-","","12","","***","","-","","2","","2","","15",""
"101","人数【人】","2016000606","2016年6月","15210","十日町市","","319","","76","","77","","***","","117","","1","","11","","***","","-","","5","","2","","30",""
"101","人数【人】","2016000606","2016年6月","15211","見附市","","179","","84","","18","","***","","45","","2","","11","","***","","-","","3","","-","","16",""
"101","人数【人】","2016000606","2016年6月","15212","村上市","","245","","78","","40","","***","","54","","9","","20","","***","","1","","11","","3","","29",""
"101","人数【人】","2016000606","2016年6月","15213","燕市","","409","","190","","27","","***","","57","","20","","27","","***","","3","","11","","-","","74",""
"101","人数【人】","2016000606","2016年6月","15216","糸魚川市","","319","","83","","41","","***","","117","","10","","17","","***","","2","","7","","6","","36",""
"101","人数【人】","2016000606","2016年6月","15217","妙高市","","221","","57","","25","","***","","34","","14","","2","","***","","-","","7","","3","","79",""
"101","人数【人】","2016000606","2016年6月","15218","五泉市","","165","","65","","19","","***","","20","","-","","37","","***","","-","","5","","1","","18",""
"101","人数【人】","2016000606","2016年6月","15222","上越市","","1,114","","303","","216","","***","","238","","36","","70","","***","","3","","18","","19","","211",""
"101","人数【人】","2016000606","2016年6月","15223","阿賀野市","","197","","116","","22","","***","","20","","-","","22","","***","","-","","1","","1","","15",""
"101","人数【人】","2016000606","2016年6月","15224","佐渡市","","214","","60","","21","","***","","67","","7","","-","","***","","-","","14","","12","","33",""
"101","人数【人】","2016000606","2016年6月","15225","魚沼市","","153","","68","","10","","***","","32","","5","","10","","***","","-","","1","","-","","27",""
"101","人数【人】","2016000606","2016年6月","15226","南魚沼市","","747","","107","","57","","***","","156","","3","","56","","***","","1","","15","","5","","347",""
"101","人数【人】","2016000606","2016年6月","15227","胎内市","","141","","49","","12","","***","","29","","-","","12","","***","","1","","2","","1","","35",""
"101","人数【人】","2016000606","2016年6月","15307","聖籠町","","126","","18","","12","","***","","1","","5","","40","","***","","-","","2","","1","","47",""
"101","人数【人】","2016000606","2016年6月","15342","弥彦村","","23","","5","","2","","***","","5","","-","","3","","***","","-","","2","","-","","6",""
"101","人数【人】","2016000606","2016年6月","15361","田上町","","43","","33","","3","","***","","3","","-","","1","","***","","-","","-","","1","","2",""
"101","人数【人】","2016000606","2016年6月","15385","阿賀町","","34","","17","","7","","***","","-","","2","","-","","***","","-","","3","","1","","4",""
"101","人数【人】","2016000606","2016年6月","15405","出雲崎町","","13","","8","","-","","***","","3","","1","","-","","***","","-","","1","","-","","-",""
"101","人数【人】","2016000606","2016年6月","15461","湯沢町","","99","","29","","11","","***","","15","","1","","2","","***","","1","","7","","5","","28",""
"101","人数【人】","2016000606","2016年6月","15482","津南町","","88","","22","","18","","***","","43","","-","","-","","***","","-","","-","","-","","5",""
"101","人数【人】","2016000606","2016年6月","15504","刈羽村","","11","","7","","-","","***","","3","","-","","-","","***","","-","","1","","-","","-",""
"101","人数【人】","2016000606","2016年6月","15581","関川村","","28","","6","","5","","***","","5","","-","","6","","***","","-","","1","","-","","5",""
"101","人数【人】","2016000606","2016年6月","15586","粟島浦村","","2","","-","","-","","***","","2","","-","","-","","***","","-","","-","","-","","-",""
"101","人数【人】","2016000606","2016年6月","16201","富山市","","5,712","","2,319","","616","","***","","668","","247","","646","","***","","30","","81","","68","","1,037",""
"101","人数【人】","2016000606","2016年6月","16202","高岡市","","2,861","","706","","94","","***","","366","","1,059","","285","","***","","4","","25","","23","","299",""
"101","人数【人】","2016000606","2016年6月","16204","魚津市","","378","","164","","21","","***","","53","","14","","32","","***","","1","","8","","3","","82",""
"101","人数【人】","2016000606","2016年6月","16205","氷見市","","408","","132","","9","","***","","59","","33","","118","","***","","1","","6","","4","","46",""
"101","人数【人】","2016000606","2016年6月","16206","滑川市","","279","","124","","17","","***","","19","","14","","69","","***","","-","","5","","1","","30",""
"101","人数【人】","2016000606","2016年6月","16207","黒部市","","316","","142","","15","","***","","63","","19","","19","","***","","1","","9","","6","","42",""
"101","人数【人】","2016000606","2016年6月","16208","砺波市","","561","","202","","23","","***","","93","","77","","104","","***","","1","","11","","14","","36",""
"101","人数【人】","2016000606","2016年6月","16209","小矢部市","","366","","177","","9","","***","","21","","75","","58","","***","","-","","2","","1","","23",""
"101","人数【人】","2016000606","2016年6月","16210","南砺市","","689","","360","","13","","***","","113","","75","","54","","***","","2","","11","","6","","55",""
"101","人数【人】","2016000606","2016年6月","16211","射水市","","2,020","","331","","61","","***","","382","","370","","123","","***","","12","","12","","9","","720",""
"101","人数【人】","2016000606","2016年6月","16321","舟橋村","","14","","6","","1","","***","","-","","-","","-","","***","","-","","1","","-","","6",""
"101","人数【人】","2016000606","2016年6月","16322","上市町","","233","","32","","17","","***","","26","","25","","81","","***","","1","","5","","2","","44",""
"101","人数【人】","2016000606","2016年6月","16323","立山町","","196","","104","","24","","***","","15","","7","","22","","***","","9","","1","","4","","10",""
"101","人数【人】","2016000606","2016年6月","16342","入善町","","323","","113","","14","","***","","44","","69","","13","","***","","-","","2","","2","","66",""
"101","人数【人】","2016000606","2016年6月","16343","朝日町","","108","","63","","16","","***","","9","","3","","-","","***","","-","","2","","2","","13",""
"101","人数【人】","2016000606","2016年6月","17201","金沢市","","4,889","","2,038","","749","","***","","261","","90","","415","","***","","112","","138","","87","","999",""
"101","人数【人】","2016000606","2016年6月","17202","七尾市","","489","","157","","65","","***","","58","","21","","103","","***","","-","","7","","8","","70",""
"101","人数【人】","2016000606","2016年6月","17203","小松市","","1,732","","352","","136","","***","","61","","763","","150","","***","","13","","18","","9","","230",""
"101","人数【人】","2016000606","2016年6月","17204","輪島市","","242","","44","","22","","***","","36","","3","","12","","***","","-","","6","","2","","117",""
"101","人数【人】","2016000606","2016年6月","17205","珠洲市","","81","","28","","3","","***","","4","","-","","1","","***","","1","","9","","1","","34",""
"101","人数【人】","2016000606","2016年6月","17206","加賀市","","744","","265","","134","","***","","87","","33","","69","","***","","2","","8","","30","","116",""
"101","人数【人】","2016000606","2016年6月","17207","羽咋市","","102","","34","","7","","***","","14","","4","","19","","***","","1","","3","","1","","19",""
"101","人数【人】","2016000606","2016年6月","17209","かほく市","","266","","104","","15","","***","","41","","16","","55","","***","","-","","6","","2","","27",""
"101","人数【人】","2016000606","2016年6月","17210","白山市","","893","","338","","65","","***","","51","","34","","264","","***","","11","","12","","10","","108",""
"101","人数【人】","2016000606","2016年6月","17211","能美市","","1,034","","369","","61","","***","","13","","23","","249","","***","","4","","10","","5","","300",""
"101","人数【人】","2016000606","2016年6月","17212","野々市市","","466","","171","","84","","***","","76","","18","","20","","***","","-","","14","","9","","74",""
"101","人数【人】","2016000606","2016年6月","17324","川北町","","28","","10","","-","","***","","-","","1","","12","","***","","-","","-","","-","","5",""
"101","人数【人】","2016000606","2016年6月","17361","津幡町","","208","","86","","11","","***","","46","","18","","13","","***","","-","","3","","5","","26",""
"101","人数【人】","2016000606","2016年6月","17365","内灘町","","225","","98","","28","","***","","18","","27","","18","","***","","-","","7","","4","","25",""
"101","人数【人】","2016000606","2016年6月","17384","志賀町","","109","","60","","1","","***","","26","","-","","9","","***","","-","","-","","2","","11",""
"101","人数【人】","2016000606","2016年6月","17386","宝達志水町","","145","","77","","3","","***","","21","","-","","34","","***","","-","","1","","-","","9",""
"101","人数【人】","2016000606","2016年6月","17407","中能登町","","188","","126","","13","","***","","2","","-","","31","","***","","-","","1","","-","","15",""
"101","人数【人】","2016000606","2016年6月","17461","穴水町","","73","","6","","5","","***","","4","","50","","-","","***","","-","","2","","-","","6",""
"101","人数【人】","2016000606","2016年6月","17463","能登町","","178","","31","","11","","***","","1","","1","","27","","***","","-","","5","","2","","100",""
"101","人数【人】","2016000606","2016年6月","18201","福井市","","4,000","","1,402","","838","","***","","439","","212","","325","","***","","27","","77","","59","","621",""
"101","人数【人】","2016000606","2016年6月","18202","敦賀市","","782","","72","","449","","***","","99","","23","","21","","***","","7","","10","","2","","99",""
"101","人数【人】","2016000606","2016年6月","18204","小浜市","","297","","79","","71","","***","","121","","1","","1","","***","","2","","4","","2","","16",""
"101","人数【人】","2016000606","2016年6月","18205","大野市","","427","","149","","99","","***","","53","","5","","18","","***","","-","","6","","1","","96",""
"101","人数【人】","2016000606","2016年6月","18206","勝山市","","235","","148","","28","","***","","19","","2","","7","","***","","3","","3","","-","","25",""
"101","人数【人】","2016000606","2016年6月","18207","鯖江市","","794","","272","","202","","***","","57","","72","","76","","***","","11","","18","","2","","84",""
"101","人数【人】","2016000606","2016年6月","18208","あわら市","","308","","133","","45","","***","","42","","22","","21","","***","","-","","5","","4","","36",""
"101","人数【人】","2016000606","2016年6月","18209","越前市","","3,390","","343","","88","","***","","214","","2,490","","122","","***","","-","","20","","6","","107",""
"101","人数【人】","2016000606","2016年6月","18210","坂井市","","1,255","","477","","292","","***","","71","","53","","188","","***","","2","","15","","9","","148",""
"101","人数【人】","2016000606","2016年6月","18322","永平寺町","","260","","109","","49","","***","","9","","17","","27","","***","","-","","6","","6","","37",""
"101","人数【人】","2016000606","2016年6月","18382","池田町","","9","","6","","2","","***","","1","","-","","-","","***","","-","","-","","-","","-",""
"101","人数【人】","2016000606","2016年6月","18404","南越前町","","59","","17","","3","","***","","9","","10","","3","","***","","-","","-","","-","","17",""
"101","人数【人】","2016000606","2016年6月","18423","越前町","","173","","77","","14","","***","","8","","13","","12","","***","","-","","3","","1","","45",""
"101","人数【人】","2016000606","2016年6月","18442","美浜町","","41","","6","","12","","***","","14","","-","","-","","***","","-","","4","","-","","5",""
"101","人数【人】","2016000606","2016年6月","18481","高浜町","","166","","9","","39","","***","","99","","5","","-","","***","","-","","2","","-","","12",""
"101","人数【人】","2016000606","2016年6月","18483","おおい町","","76","","18","","18","","***","","27","","-","","7","","***","","4","","-","","-","","2",""
"101","人数【人】","2016000606","2016年6月","18501","若狭町","","75","","11","","15","","***","","34","","-","","-","","***","","-","","4","","-","","11",""
"101","人数【人】","2016000606","2016年6月","19201","甲府市","","5,144","","1,533","","1,110","","***","","500","","353","","292","","***","","70","","84","","160","","1,042",""
"101","人数【人】","2016000606","2016年6月","19202","富士吉田市","","546","","133","","101","","***","","144","","82","","13","","***","","-","","13","","3","","57",""
"101","人数【人】","2016000606","2016年6月","19204","都留市","","531","","111","","50","","***","","120","","79","","104","","***","","4","","11","","11","","41",""
"101","人数【人】","2016000606","2016年6月","19205","山梨市","","178","","31","","18","","***","","38","","20","","14","","***","","-","","10","","7","","40",""
"101","人数【人】","2016000606","2016年6月","19206","大月市","","164","","35","","18","","***","","34","","3","","43","","***","","-","","6","","4","","21",""
"101","人数【人】","2016000606","2016年6月","19207","韮崎市","","477","","101","","29","","***","","83","","117","","58","","***","","4","","5","","16","","64",""
"101","人数【人】","2016000606","2016年6月","19208","南アルプス市","","916","","170","","39","","***","","87","","238","","21","","***","","16","","21","","42","","282",""
"101","人数【人】","2016000606","2016年6月","19209","北杜市","","526","","46","","51","","***","","144","","74","","37","","***","","1","","23","","15","","135",""
"101","人数【人】","2016000606","2016年6月","19210","甲斐市","","1,038","","362","","134","","***","","119","","76","","39","","***","","6","","14","","55","","233",""
"101","人数【人】","2016000606","2016年6月","19211","笛吹市","","923","","229","","117","","***","","233","","46","","46","","***","","11","","19","","37","","185",""
"101","人数【人】","2016000606","2016年6月","19212","上野原市","","209","","65","","18","","***","","38","","20","","48","","***","","1","","5","","1","","13",""
"101","人数【人】","2016000606","2016年6月","19213","甲州市","","186","","51","","28","","***","","30","","3","","20","","***","","-","","11","","5","","38",""
"101","人数【人】","2016000606","2016年6月","19214","中央市","","1,497","","104","","39","","***","","130","","891","","22","","***","","1","","17","","31","","262",""
"101","人数【人】","2016000606","2016年6月","19346","市川三郷町","","234","","31","","9","","***","","14","","76","","40","","***","","-","","4","","9","","51",""
"101","人数【人】","2016000606","2016年6月","19364","早川町","","1","","-","","-","","***","","-","","-","","-","","***","","-","","1","","-","","-",""
"101","人数【人】","2016000606","2016年6月","19365","身延町","","139","","6","","13","","***","","50","","9","","2","","***","","-","","4","","16","","39",""
"101","人数【人】","2016000606","2016年6月","19366","南部町","","48","","6","","4","","***","","9","","14","","12","","***","","-","","-","","-","","3",""
"101","人数【人】","2016000606","2016年6月","19368","富士川町","","177","","27","","6","","***","","22","","43","","8","","***","","-","","6","","20","","45",""
"101","人数【人】","2016000606","2016年6月","19384","昭和町","","763","","128","","62","","***","","136","","291","","17","","***","","7","","10","","20","","92",""
"101","人数【人】","2016000606","2016年6月","19422","道志村","","6","","-","","1","","***","","1","","1","","-","","***","","-","","1","","-","","2",""
"101","人数【人】","2016000606","2016年6月","19423","西桂町","","34","","3","","3","","***","","7","","11","","2","","***","","-","","1","","3","","4",""
"101","人数【人】","2016000606","2016年6月","19424","忍野村","","273","","146","","26","","***","","16","","5","","50","","***","","8","","1","","6","","15",""
"101","人数【人】","2016000606","2016年6月","19425","山中湖村","","167","","42","","7","","***","","5","","44","","3","","***","","1","","13","","21","","31",""
"101","人数【人】","2016000606","2016年6月","19429","鳴沢村","","25","","4","","4","","***","","8","","1","","-","","***","","-","","3","","-","","5",""
"101","人数【人】","2016000606","2016年6月","19430","富士河口湖町","","250","","81","","25","","***","","33","","15","","15","","***","","5","","5","","26","","45",""
"101","人数【人】","2016000606","2016年6月","19442","小菅村","","4","","-","","-","","***","","-","","-","","-","","***","","-","","2","","2","","-",""
"101","人数【人】","2016000606","2016年6月","19443","丹波山村","","5","","1","","-","","***","","2","","-","","-","","***","","-","","1","","-","","1",""
"101","人数【人】","2016000606","2016年6月","20201","長野市","","3,550","","1,611","","522","","***","","319","","112","","243","","***","","24","","75","","77","","567",""
"101","人数【人】","2016000606","2016年6月","20202","松本市","","3,804","","951","","933","","***","","499","","404","","174","","***","","56","","71","","94","","622",""
"101","人数【人】","2016000606","2016年6月","20203","上田市","","3,497","","942","","275","","***","","124","","613","","286","","***","","64","","30","","43","","1,120",""
"101","人数【人】","2016000606","2016年6月","20204","岡谷市","","732","","208","","87","","***","","172","","115","","31","","***","","1","","12","","1","","105",""
"101","人数【人】","2016000606","2016年6月","20205","飯田市","","2,130","","1,032","","81","","***","","418","","391","","50","","***","","10","","13","","19","","116",""
"101","人数【人】","2016000606","2016年6月","20206","諏訪市","","1,213","","239","","101","","***","","219","","318","","118","","***","","17","","12","","11","","178",""
"101","人数【人】","2016000606","2016年6月","20207","須坂市","","506","","132","","22","","***","","25","","75","","37","","***","","-","","9","","7","","199",""
"101","人数【人】","2016000606","2016年6月","20208","小諸市","","679","","114","","70","","***","","78","","44","","28","","***","","-","","7","","39","","299",""
"101","人数【人】","2016000606","2016年6月","20209","伊那市","","1,554","","243","","112","","***","","318","","738","","18","","***","","8","","10","","9","","98",""
"101","人数【人】","2016000606","2016年6月","20210","駒ヶ根市","","550","","195","","32","","***","","85","","103","","29","","***","","5","","8","","1","","92",""
"101","人数【人】","2016000606","2016年6月","20211","中野市","","626","","259","","11","","***","","66","","125","","56","","***","","12","","10","","4","","83",""
"101","人数【人】","2016000606","2016年6月","20212","大町市","","461","","65","","79","","***","","83","","25","","73","","***","","6","","4","","60","","66",""
"101","人数【人】","2016000606","2016年6月","20213","飯山市","","222","","120","","23","","***","","30","","6","","3","","***","","2","","7","","-","","31",""
"101","人数【人】","2016000606","2016年6月","20214","茅野市","","726","","161","","68","","***","","172","","103","","35","","***","","23","","10","","17","","137",""
"101","人数【人】","2016000606","2016年6月","20215","塩尻市","","1,121","","249","","101","","***","","243","","254","","14","","***","","10","","16","","107","","127",""
"101","人数【人】","2016000606","2016年6月","20217","佐久市","","1,085","","354","","111","","***","","102","","66","","59","","***","","3","","19","","52","","319",""
"101","人数【人】","2016000606","2016年6月","20218","千曲市","","702","","173","","186","","***","","54","","28","","58","","***","","9","","9","","22","","163",""
"101","人数【人】","2016000606","2016年6月","20219","東御市","","474","","120","","105","","***","","9","","42","","29","","***","","1","","5","","8","","155",""
"101","人数【人】","2016000606","2016年6月","20220","安曇野市","","1,246","","397","","156","","***","","134","","300","","31","","***","","9","","23","","17","","179",""
"101","人数【人】","2016000606","2016年6月","20303","小海町","","108","","64","","2","","***","","9","","1","","12","","***","","-","","1","","2","","17",""
"101","人数【人】","2016000606","2016年6月","20304","川上村","","957","","215","","10","","***","","337","","-","","230","","***","","-","","-","","3","","162",""
"101","人数【人】","2016000606","2016年6月","20305","南牧村","","487","","135","","12","","***","","249","","-","","71","","***","","1","","-","","-","","19",""
"101","人数【人】","2016000606","2016年6月","20306","南相木村","","31","","9","","2","","***","","3","","-","","10","","***","","-","","-","","-","","7",""
"101","人数【人】","2016000606","2016年6月","20307","北相木村","","20","","15","","2","","***","","-","","-","","-","","***","","-","","-","","1","","2",""
"101","人数【人】","2016000606","2016年6月","20309","佐久穂町","","111","","42","","3","","***","","9","","3","","-","","***","","-","","3","","9","","42",""
"101","人数【人】","2016000606","2016年6月","20321","軽井沢町","","395","","88","","43","","***","","8","","4","","13","","***","","7","","63","","20","","149",""
"101","人数【人】","2016000606","2016年6月","20323","御代田町","","423","","90","","14","","***","","13","","79","","12","","***","","3","","19","","5","","188",""
"101","人数【人】","2016000606","2016年6月","20324","立科町","","106","","48","","7","","***","","7","","3","","9","","***","","6","","3","","7","","16",""
"101","人数【人】","2016000606","2016年6月","20349","青木村","","27","","6","","5","","***","","2","","2","","-","","***","","-","","3","","-","","9",""
"101","人数【人】","2016000606","2016年6月","20350","長和町","","45","","15","","5","","***","","2","","2","","5","","***","","1","","1","","-","","14",""
"101","人数【人】","2016000606","2016年6月","20361","下諏訪町","","260","","44","","47","","***","","62","","37","","25","","***","","1","","5","","4","","35",""
"101","人数【人】","2016000606","2016年6月","20362","富士見町","","223","","49","","4","","***","","58","","8","","13","","***","","-","","12","","3","","76",""
"101","人数【人】","2016000606","2016年6月","20363","原村","","82","","32","","1","","***","","5","","1","","21","","***","","-","","7","","-","","15",""
"101","人数【人】","2016000606","2016年6月","20382","辰野町","","360","","26","","20","","***","","91","","158","","16","","***","","-","","1","","1","","47",""
"101","人数【人】","2016000606","2016年6月","20383","箕輪町","","739","","80","","13","","***","","90","","440","","40","","***","","-","","4","","4","","68",""
"101","人数【人】","2016000606","2016年6月","20384","飯島町","","217","","33","","3","","***","","70","","38","","21","","***","","-","","4","","1","","47",""
"101","人数【人】","2016000606","2016年6月","20385","南箕輪村","","308","","66","","32","","***","","62","","64","","17","","***","","5","","-","","2","","60",""
"101","人数【人】","2016000606","2016年6月","20386","中川村","","50","","30","","-","","***","","6","","1","","4","","***","","-","","2","","-","","7",""
"101","人数【人】","2016000606","2016年6月","20388","宮田村","","223","","111","","10","","***","","54","","22","","3","","***","","-","","3","","1","","19",""
"101","人数【人】","2016000606","2016年6月","20402","松川町","","111","","45","","11","","***","","21","","13","","6","","***","","-","","1","","-","","14",""
"101","人数【人】","2016000606","2016年6月","20403","高森町","","105","","55","","3","","***","","14","","20","","-","","***","","-","","1","","1","","11",""
"101","人数【人】","2016000606","2016年6月","20404","阿南町","","48","","28","","2","","***","","7","","3","","-","","***","","-","","2","","-","","6",""
"101","人数【人】","2016000606","2016年6月","20407","阿智村","","138","","103","","1","","***","","15","","8","","4","","***","","1","","3","","-","","3",""
"101","人数【人】","2016000606","2016年6月","20409","平谷村","","2","","1","","1","","***","","-","","-","","-","","***","","-","","-","","-","","-",""
"101","人数【人】","2016000606","2016年6月","20410","根羽村","","10","","-","","-","","***","","3","","-","","6","","***","","-","","1","","-","","-",""
"101","人数【人】","2016000606","2016年6月","20411","下條村","","41","","23","","-","","***","","6","","6","","-","","***","","-","","-","","-","","6",""
"101","人数【人】","2016000606","2016年6月","20412","売木村","","3","","1","","-","","***","","-","","2","","-","","***","","-","","-","","-","","-",""
"101","人数【人】","2016000606","2016年6月","20413","天龍村","","20","","2","","14","","***","","2","","-","","-","","***","","-","","-","","-","","2",""
"101","人数【人】","2016000606","2016年6月","20414","泰阜村","","31","","23","","-","","***","","3","","2","","-","","***","","-","","1","","-","","2",""
"101","人数【人】","2016000606","2016年6月","20415","喬木村","","69","","49","","-","","***","","6","","13","","-","","***","","-","","-","","1","","-",""
"101","人数【人】","2016000606","2016年6月","20416","豊丘村","","112","","95","","1","","***","","9","","3","","-","","***","","-","","1","","-","","3",""
"101","人数【人】","2016000606","2016年6月","20417","大鹿村","","8","","3","","1","","***","","1","","-","","-","","***","","-","","-","","-","","3",""
"101","人数【人】","2016000606","2016年6月","20422","上松町","","60","","13","","6","","***","","36","","-","","1","","***","","-","","1","","-","","3",""
"101","人数【人】","2016000606","2016年6月","20423","南木曽町","","30","","10","","4","","***","","6","","2","","-","","***","","-","","1","","-","","7",""
"101","人数【人】","2016000606","2016年6月","20425","木祖村","","27","","17","","3","","***","","6","","-","","-","","***","","-","","-","","-","","1",""
"101","人数【人】","2016000606","2016年6月","20429","王滝村","","14","","2","","1","","***","","2","","-","","7","","***","","-","","-","","-","","2",""
"101","人数【人】","2016000606","2016年6月","20430","大桑村","","49","","4","","14","","***","","10","","-","","-","","***","","-","","1","","-","","20",""
"101","人数【人】","2016000606","2016年6月","20432","木曽町","","140","","35","","16","","***","","62","","13","","-","","***","","-","","5","","-","","9",""
"101","人数【人】","2016000606","2016年6月","20446","麻績村","","15","","1","","1","","***","","2","","8","","-","","***","","-","","2","","-","","1",""
"101","人数【人】","2016000606","2016年6月","20448","生坂村","","13","","3","","2","","***","","2","","-","","-","","***","","-","","1","","1","","4",""
"101","人数【人】","2016000606","2016年6月","20450","山形村","","91","","13","","16","","***","","8","","10","","26","","***","","-","","-","","-","","18",""
"101","人数【人】","2016000606","2016年6月","20451","朝日村","","27","","9","","4","","***","","6","","4","","-","","***","","-","","-","","-","","4",""
"101","人数【人】","2016000606","2016年6月","20452","筑北村","","35","","11","","3","","***","","4","","6","","4","","***","","-","","-","","-","","7",""
"101","人数【人】","2016000606","2016年6月","20481","池田町","","88","","30","","3","","***","","12","","10","","10","","***","","-","","2","","2","","19",""
"101","人数【人】","2016000606","2016年6月","20482","松川村","","118","","54","","23","","***","","17","","14","","-","","***","","2","","-","","3","","5",""
"101","人数【人】","2016000606","2016年6月","20485","白馬村","","380","","18","","28","","***","","21","","7","","-","","***","","3","","9","","41","","253",""
"101","人数【人】","2016000606","2016年6月","20486","小谷村","","59","","10","","16","","***","","1","","2","","-","","***","","-","","2","","6","","22",""
"101","人数【人】","2016000606","2016年6月","20521","坂城町","","340","","112","","25","","***","","57","","83","","4","","***","","-","","2","","1","","56",""
"101","人数【人】","2016000606","2016年6月","20541","小布施町","","58","","24","","4","","***","","1","","-","","-","","***","","1","","6","","1","","21",""
"101","人数【人】","2016000606","2016年6月","20543","高山村","","53","","13","","1","","***","","3","","4","","17","","***","","-","","1","","1","","13",""
"101","人数【人】","2016000606","2016年6月","20561","山ノ内町","","163","","15","","21","","***","","15","","5","","6","","***","","5","","4","","10","","82",""
"101","人数【人】","2016000606","2016年6月","20562","木島平村","","29","","13","","2","","***","","5","","-","","-","","***","","-","","-","","-","","9",""
"101","人数【人】","2016000606","2016年6月","20563","野沢温泉村","","47","","4","","2","","***","","2","","-","","-","","***","","-","","4","","1","","34",""
"101","人数【人】","2016000606","2016年6月","20583","信濃町","","76","","19","","9","","***","","7","","-","","2","","***","","-","","27","","-","","12",""
"101","人数【人】","2016000606","2016年6月","20588","小川村","","13","","1","","-","","***","","2","","2","","-","","***","","-","","1","","-","","7",""
"101","人数【人】","2016000606","2016年6月","20590","飯綱町","","54","","15","","4","","***","","9","","1","","-","","***","","-","","3","","-","","22",""
"101","人数【人】","2016000606","2016年6月","20602","栄村","","16","","7","","2","","***","","6","","-","","-","","***","","-","","1","","-","","-",""
"101","人数【人】","2016000606","2016年6月","21201","岐阜市","","8,877","","3,006","","1,201","","***","","1,966","","238","","780","","***","","177","","126","","36","","1,347",""
"101","人数【人】","2016000606","2016年6月","21202","大垣市","","4,587","","1,209","","298","","***","","351","","2,085","","111","","***","","76","","38","","8","","411",""
"101","人数【人】","2016000606","2016年6月","21203","高山市","","567","","131","","125","","***","","71","","22","","60","","***","","16","","19","","23","","100",""
"101","人数【人】","2016000606","2016年6月","21204","多治見市","","1,557","","508","","469","","***","","169","","55","","100","","***","","24","","14","","11","","207",""
"101","人数【人】","2016000606","2016年6月","21205","関市","","1,727","","587","","73","","***","","186","","383","","282","","***","","15","","15","","4","","182",""
"101","人数【人】","2016000606","2016年6月","21206","中津川市","","1,037","","336","","57","","***","","159","","109","","122","","***","","17","","11","","4","","222",""
"101","人数【人】","2016000606","2016年6月","21207","美濃市","","398","","172","","6","","***","","11","","14","","134","","***","","8","","2","","1","","50",""
"101","人数【人】","2016000606","2016年6月","21208","瑞浪市","","931","","167","","69","","***","","399","","120","","75","","***","","15","","5","","2","","79",""
"101","人数【人】","2016000606","2016年6月","21209","羽島市","","1,097","","459","","117","","***","","107","","19","","197","","***","","9","","2","","8","","179",""
"101","人数【人】","2016000606","2016年6月","21210","恵那市","","586","","136","","68","","***","","141","","67","","66","","***","","11","","8","","3","","86",""
"101","人数【人】","2016000606","2016年6月","21211","美濃加茂市","","4,575","","307","","85","","***","","1,819","","2,025","","149","","***","","9","","6","","5","","170",""
"101","人数【人】","2016000606","2016年6月","21212","土岐市","","1,630","","243","","237","","***","","601","","193","","74","","***","","8","","7","","5","","262",""
"101","人数【人】","2016000606","2016年6月","21213","各務原市","","2,876","","542","","314","","***","","476","","843","","168","","***","","23","","16","","8","","486",""
"101","人数【人】","2016000606","2016年6月","21214","可児市","","6,381","","393","","224","","***","","2,925","","2,445","","104","","***","","12","","18","","6","","254",""
"101","人数【人】","2016000606","2016年6月","21215","山県市","","621","","378","","9","","***","","30","","25","","106","","***","","6","","5","","1","","61",""
"101","人数【人】","2016000606","2016年6月","21216","瑞穂市","","1,931","","587","","125","","***","","655","","210","","162","","***","","14","","4","","8","","166",""
"101","人数【人】","2016000606","2016年6月","21217","飛騨市","","123","","37","","36","","***","","17","","1","","17","","***","","-","","3","","1","","11",""
"101","人数【人】","2016000606","2016年6月","21218","本巣市","","481","","245","","16","","***","","35","","12","","52","","***","","33","","3","","7","","78",""
"101","人数【人】","2016000606","2016年6月","21219","郡上市","","420","","239","","11","","***","","41","","19","","59","","***","","16","","4","","8","","23",""
"101","人数【人】","2016000606","2016年6月","21220","下呂市","","362","","115","","37","","***","","64","","36","","46","","***","","3","","12","","8","","41",""
"101","人数【人】","2016000606","2016年6月","21221","海津市","","569","","238","","18","","***","","23","","44","","81","","***","","16","","1","","2","","146",""
"101","人数【人】","2016000606","2016年6月","21302","岐南町","","539","","226","","60","","***","","91","","16","","48","","***","","2","","1","","3","","92",""
"101","人数【人】","2016000606","2016年6月","21303","笠松町","","266","","107","","25","","***","","53","","11","","35","","***","","2","","3","","1","","29",""
"101","人数【人】","2016000606","2016年6月","21341","養老町","","519","","282","","31","","***","","30","","30","","58","","***","","3","","2","","1","","82",""
