表章項目,時間軸（月次）,市区町村 コード,市区町村,/国籍07,総数,中国,韓国,韓国・朝鮮,フィリピン,ブラジル,ベトナム,ペルー,ネパール,米国,台湾,その他
人数【人】,2016年6月,35206,防府市,,898,360,172,***,93,17,122,***,7,12,2,113
人数【人】,2016年6月,35207,下松市,,563,97,89,***,255,9,23,***,5,13,6,66
人数【人】,2016年6月,35208,岩国市,,1649,445,396,***,334,11,169,***,28,133,11,122
人数【人】,2016年6月,35210,光市,,294,39,165,***,31,-,14,***,-,10,3,32
人数【人】,2016年6月,35211,長門市,,321,98,46,***,8,6,115,***,-,4,-,44
人数【人】,2016年6月,35212,柳井市,,144,28,38,***,37,2,15,***,1,10,-,13
人数【人】,2016年6月,35213,美祢市,,161,41,78,***,13,-,7,***,-,3,1,18
人数【人】,2016年6月,35215,周南市,,1396,205,482,***,111,16,309,***,58,23,30,162
人数【人】,2016年6月,35216,山陽小野田市,,667,135,324,***,18,-,81,***,1,5,2,101
人数【人】,2016年6月,35305,周防大島町,,99,9,14,***,18,4,37,***,-,5,-,12
人数【人】,2016年6月,35321,和木町,,87,63,11,***,6,1,-,***,-,4,1,1
人数【人】,2016年6月,35341,上関町,,3,-,1,***,2,-,-,***,-,-,-,-
人数【人】,2016年6月,35343,田布施町,,54,10,9,***,12,-,16,***,-,4,1,2
人数【人】,2016年6月,35344,平生町,,61,20,13,***,2,10,5,***,1,6,-,4
人数【人】,2016年6月,35502,阿武町,,30,1,6,***,1,-,20,***,-,1,-,1
人数【人】,2016年6月,36201,徳島市,,1709,660,168,***,188,11,158,***,14,48,21,441
人数【人】,2016年6月,36202,鳴門市,,354,136,26,***,29,4,55,***,4,11,3,86
人数【人】,2016年6月,36203,小松島市,,195,96,21,***,21,3,26,***,-,4,-,24
人数【人】,2016年6月,36204,阿南市,,342,139,20,***,58,-,51,***,-,8,9,57
人数【人】,2016年6月,36205,吉野川市,,344,137,8,***,41,1,77,***,2,4,-,74
人数【人】,2016年6月,36206,阿波市,,410,204,10,***,29,-,108,***,4,2,-,53
人数【人】,2016年6月,36207,美馬市,,321,129,7,***,105,7,21,***,-,6,-,46
人数【人】,2016年6月,36208,三好市,,195,82,3,***,48,-,16,***,19,8,5,14
人数【人】,2016年6月,36301,勝浦町,,22,19,1,***,1,-,-,***,-,1,-,-
人数【人】,2016年6月,36302,上勝町,,13,1,-,***,-,-,6,***,-,-,-,6
人数【人】,2016年6月,36321,佐那河内村,,10,2,1,***,4,-,1,***,-,1,-,1
人数【人】,2016年6月,36341,石井町,,167,89,4,***,21,7,24,***,-,5,3,14
人数【人】,2016年6月,36342,神山町,,43,18,1,***,3,-,14,***,-,5,-,2
人数【人】,2016年6月,36368,那賀町,,14,1,-,***,8,-,-,***,-,3,-,2
人数【人】,2016年6月,36383,牟岐町,,33,14,2,***,3,-,-,***,-,1,-,13
人数【人】,2016年6月,36387,美波町,,49,9,-,***,3,-,16,***,-,6,-,15
人数【人】,2016年6月,36388,海陽町,,166,51,4,***,17,1,53,***,-,4,-,36
人数【人】,2016年6月,36401,松茂町,,100,41,8,***,13,-,33,***,-,1,-,4
人数【人】,2016年6月,36402,北島町,,155,63,19,***,6,-,11,***,1,4,8,43
人数【人】,2016年6月,36403,藍住町,,194,85,15,***,14,7,37,***,2,7,-,27
人数【人】,2016年6月,36404,板野町,,138,67,3,***,3,1,52,***,-,3,-,9
人数【人】,2016年6月,36405,上板町,,102,52,2,***,6,-,31,***,-,1,-,10
人数【人】,2016年6月,36468,つるぎ町,,35,8,2,***,15,-,-,***,-,1,-,9
人数【人】,2016年6月,36489,東みよし町,,92,28,3,***,36,-,5,***,-,2,-,18
人数【人】,2016年6月,37201,高松市,,3910,1353,538,***,588,30,450,***,266,91,36,558
人数【人】,2016年6月,37202,丸亀市,,1810,761,72,***,335,55,68,***,3,16,15,485
人数【人】,2016年6月,37203,坂出市,,551,106,25,***,80,9,125,***,1,3,3,199
人数【人】,2016年6月,37204,善通寺市,,215,49,40,***,23,11,15,***,1,4,2,70
人数【人】,2016年6月,37205,観音寺市,,556,182,40,***,28,12,123,***,7,13,2,149
人数【人】,2016年6月,37206,さぬき市,,380,126,13,***,100,4,54,***,2,6,1,74
人数【人】,2016年6月,37207,東かがわ市,,221,68,11,***,27,1,100,***,-,2,-,12
人数【人】,2016年6月,37208,三豊市,,646,262,33,***,79,13,116,***,6,10,-,127
人数【人】,2016年6月,37322,土庄町,,82,22,11,***,26,-,12,***,-,2,1,8
人数【人】,2016年6月,37324,小豆島町,,118,42,6,***,30,-,12,***,-,3,-,25
人数【人】,2016年6月,37341,三木町,,247,76,7,***,17,12,35,***,-,1,-,99
人数【人】,2016年6月,37364,直島町,,18,5,2,***,6,-,-,***,-,-,1,4
人数【人】,2016年6月,37386,宇多津町,,469,89,32,***,103,31,128,***,-,2,-,84
人数【人】,2016年6月,37387,綾川町,,215,67,3,***,33,-,40,***,2,1,1,68
人数【人】,2016年6月,37403,琴平町,,49,2,6,***,2,6,9,***,-,-,9,15
人数【人】,2016年6月,37404,多度津町,,661,434,16,***,59,24,47,***,-,4,2,75
人数【人】,2016年6月,37406,まんのう町,,165,91,9,***,11,9,14,***,-,2,2,27
人数【人】,2016年6月,38201,松山市,,2935,969,643,***,201,2,291,***,84,82,73,590
人数【人】,2016年6月,38202,今治市,,2748,1491,80,***,583,83,316,***,6,22,6,161
人数【人】,2016年6月,38203,宇和島市,,353,113,31,***,92,-,77,***,2,11,2,25
人数【人】,2016年6月,38204,八幡浜市,,132,43,11,***,40,-,9,***,-,5,-,24
人数【人】,2016年6月,38205,新居浜市,,951,241,230,***,107,68,134,***,9,10,28,124
人数【人】,2016年6月,38206,西条市,,1152,703,46,***,95,48,115,***,-,8,3,134
人数【人】,2016年6月,38207,大洲市,,141,50,17,***,18,1,33,***,-,6,-,16
人数【人】,2016年6月,38210,伊予市,,211,102,26,***,11,-,36,***,7,4,-,25
人数【人】,2016年6月,38213,四国中央市,,685,315,37,***,82,5,168,***,-,11,-,67
人数【人】,2016年6月,38214,西予市,,228,109,18,***,31,2,43,***,-,7,-,18
人数【人】,2016年6月,38215,東温市,,208,63,7,***,3,1,66,***,9,6,-,53
人数【人】,2016年6月,38356,上島町,,295,66,2,***,94,7,20,***,-,3,3,100
人数【人】,2016年6月,38386,久万高原町,,25,10,8,***,1,-,-,***,-,3,1,2
人数【人】,2016年6月,38401,松前町,,129,44,25,***,10,-,33,***,-,2,-,15
人数【人】,2016年6月,38402,砥部町,,45,11,9,***,7,-,2,***,-,-,1,15
人数【人】,2016年6月,38422,内子町,,25,15,1,***,3,-,-,***,-,3,-,3
人数【人】,2016年6月,38442,伊方町,,47,12,1,***,7,-,19,***,-,3,1,4
人数【人】,2016年6月,38484,松野町,,31,14,-,***,3,-,4,***,-,1,-,9
人数【人】,2016年6月,38488,鬼北町,,58,27,2,***,5,-,12,***,-,1,-,11
人数【人】,2016年6月,38506,愛南町,,89,19,6,***,16,-,5,***,2,3,-,38
人数【人】,2016年6月,39201,高知市,,1532,491,312,***,214,11,119,***,40,71,34,240
人数【人】,2016年6月,39202,室戸市,,24,5,2,***,3,-,-,***,-,-,-,14
人数【人】,2016年6月,39203,安芸市,,39,11,8,***,8,-,-,***,-,3,-,9
人数【人】,2016年6月,39204,南国市,,242,79,28,***,29,-,17,***,4,8,-,77
人数【人】,2016年6月,39205,土佐市,,296,106,22,***,14,3,93,***,-,3,2,53
人数【人】,2016年6月,39206,須崎市,,405,205,26,***,98,-,25,***,-,1,4,46
人数【人】,2016年6月,39208,宿毛市,,70,26,12,***,19,-,5,***,-,1,2,5
人数【人】,2016年6月,39209,土佐清水市,,66,3,6,***,29,-,1,***,-,3,1,23
人数【人】,2016年6月,39210,四万十市,,116,35,18,***,26,2,9,***,-,5,2,19
人数【人】,2016年6月,39211,香南市,,143,19,21,***,53,-,20,***,-,5,-,25
人数【人】,2016年6月,39212,香美市,,249,57,33,***,43,-,38,***,-,6,2,70
人数【人】,2016年6月,39301,東洋町,,14,1,-,***,6,-,-,***,-,1,-,6
人数【人】,2016年6月,39302,奈半利町,,8,-,-,***,5,-,-,***,-,1,-,2
人数【人】,2016年6月,39303,田野町,,11,-,1,***,2,-,-,***,-,-,-,8
人数【人】,2016年6月,39304,安田町,,4,-,1,***,1,-,-,***,-,1,-,1
人数【人】,2016年6月,39305,北川村,,5,-,2,***,2,-,-,***,-,-,-,1
人数【人】,2016年6月,39306,馬路村,,1,-,-,***,-,-,-,***,-,1,-,-
人数【人】,2016年6月,39307,芸西村,,35,4,1,***,-,-,23,***,3,-,-,4
人数【人】,2016年6月,39341,本山町,,25,11,1,***,3,-,1,***,-,1,-,8
人数【人】,2016年6月,39344,大豊町,,26,17,1,***,1,-,-,***,1,1,-,5
人数【人】,2016年6月,39363,土佐町,,22,17,1,***,3,-,-,***,-,-,-,1
人数【人】,2016年6月,39364,大川村,,1,-,-,***,-,-,-,***,-,1,-,-
人数【人】,2016年6月,39386,いの町,,40,7,5,***,1,1,14,***,-,5,-,7
人数【人】,2016年6月,39387,仁淀川町,,34,6,-,***,3,-,21,***,-,2,-,2
人数【人】,2016年6月,39401,中土佐町,,36,13,3,***,5,-,-,***,1,2,-,12
人数【人】,2016年6月,39402,佐川町,,29,3,5,***,8,-,-,***,-,3,-,10
人数【人】,2016年6月,39403,越知町,,14,1,5,***,7,-,-,***,-,-,-,1
人数【人】,2016年6月,39405,檮原町,,4,-,1,***,-,-,-,***,-,1,-,2
人数【人】,2016年6月,39410,日高村,,9,1,3,***,2,-,-,***,-,2,-,1
人数【人】,2016年6月,39411,津野町,,33,25,2,***,2,-,-,***,-,1,-,3
人数【人】,2016年6月,39412,四万十町,,79,31,10,***,21,2,5,***,-,5,-,5
人数【人】,2016年6月,39424,大月町,,11,4,1,***,4,-,-,***,-,1,-,1
人数【人】,2016年6月,39427,三原村,,10,4,-,***,1,-,-,***,-,-,-,5
人数【人】,2016年6月,39428,黒潮町,,130,15,-,***,8,-,-,***,-,2,-,105
人数【人】,2016年6月,40100,北九州市,,11900,3032,4914,***,514,28,1006,***,394,179,108,1725
人数【人】,2016年6月,40101,門司区,,876,159,485,***,79,2,17,***,1,8,6,119
人数【人】,2016年6月,40103,若松区,,1135,417,311,***,44,1,62,***,1,7,18,274
人数【人】,2016年6月,40105,戸畑区,,774,143,389,***,14,2,22,***,9,19,8,168
人数【人】,2016年6月,40106,小倉北区,,4304,1032,1671,***,119,7,602,***,319,59,32,463
人数【人】,2016年6月,40107,小倉南区,,1354,273,661,***,92,8,73,***,8,37,14,188
人数【人】,2016年6月,40108,八幡東区,,693,144,313,***,18,1,53,***,23,11,12,118
人数【人】,2016年6月,40109,八幡西区,,2764,864,1084,***,148,7,177,***,33,38,18,395
人数【人】,2016年6月,40130,福岡市,,30923,11421,6117,***,1088,99,3163,***,3335,813,548,4339
人数【人】,2016年6月,40131,東区,,9132,3928,1707,***,220,17,824,***,857,84,55,1440
人数【人】,2016年6月,40132,博多区,,7167,2648,1575,***,372,12,795,***,929,78,144,614
人数【人】,2016年6月,40133,中央区,,4288,1615,930,***,174,14,226,***,343,326,91,569
人数【人】,2016年6月,40134,南区,,4658,1181,642,***,103,15,1079,***,999,84,104,451
人数【人】,2016年6月,40135,西区,,2554,1027,444,***,77,16,80,***,25,101,51,733
人数【人】,2016年6月,40136,城南区,,1153,397,289,***,56,7,80,***,64,39,49,172
人数【人】,2016年6月,40137,早良区,,1971,625,530,***,86,18,79,***,118,101,54,360
人数【人】,2016年6月,40202,大牟田市,,561,186,100,***,111,2,92,***,6,8,4,52
人数【人】,2016年6月,40203,久留米市,,3239,760,252,***,960,59,528,***,296,47,26,311
人数【人】,2016年6月,40204,直方市,,379,54,127,***,55,-,69,***,14,10,1,49
人数【人】,2016年6月,40205,飯塚市,,1175,210,566,***,102,6,71,***,10,19,15,176
人数【人】,2016年6月,40206,田川市,,394,70,121,***,65,-,36,***,-,7,4,91
人数【人】,2016年6月,40207,柳川市,,288,98,12,***,45,-,45,***,-,5,13,70
人数【人】,2016年6月,40210,八女市,,366,108,24,***,75,-,122,***,1,7,1,28
人数【人】,2016年6月,40211,筑後市,,383,99,27,***,45,2,133,***,14,11,1,51
人数【人】,2016年6月,40212,大川市,,129,63,8,***,26,-,6,***,5,2,1,18
人数【人】,2016年6月,40213,行橋市,,447,95,101,***,84,10,41,***,3,13,2,98
人数【人】,2016年6月,40214,豊前市,,212,61,43,***,18,3,42,***,-,5,1,39
人数【人】,2016年6月,40215,中間市,,203,28,113,***,13,1,5,***,4,4,2,33
人数【人】,2016年6月,40216,小郡市,,443,35,27,***,111,1,10,***,205,8,9,37
人数【人】,2016年6月,40217,筑紫野市,,540,156,125,***,65,5,63,***,25,17,8,76
人数【人】,2016年6月,40218,春日市,,660,179,185,***,52,2,47,***,60,18,10,107
人数【人】,2016年6月,40219,大野城市,,700,224,180,***,43,-,67,***,34,28,14,110
人数【人】,2016年6月,40220,宗像市,,554,118,232,***,19,-,23,***,12,36,10,104
人数【人】,2016年6月,40221,太宰府市,,398,107,118,***,38,1,47,***,1,19,11,56
人数【人】,2016年6月,40223,古賀市,,478,102,101,***,26,4,71,***,7,10,10,147
人数【人】,2016年6月,40224,福津市,,318,46,84,***,29,1,32,***,10,10,6,100
人数【人】,2016年6月,40225,うきは市,,167,62,1,***,60,-,34,***,-,2,-,8
人数【人】,2016年6月,40226,宮若市,,219,55,72,***,9,-,44,***,5,3,7,24
人数【人】,2016年6月,40227,嘉麻市,,260,27,117,***,47,-,24,***,-,2,2,41
人数【人】,2016年6月,40228,朝倉市,,358,134,34,***,95,3,53,***,9,8,3,19
人数【人】,2016年6月,40229,みやま市,,109,14,16,***,22,-,33,***,-,4,-,20
人数【人】,2016年6月,40230,糸島市,,643,134,119,***,64,3,112,***,26,31,8,146
人数【人】,2016年6月,40305,那珂川町,,192,30,56,***,21,2,49,***,2,12,2,18
人数【人】,2016年6月,40341,宇美町,,218,54,54,***,17,7,50,***,6,4,3,23
人数【人】,2016年6月,40342,篠栗町,,144,43,41,***,13,1,16,***,14,5,1,10
人数【人】,2016年6月,40343,志免町,,488,179,184,***,36,-,7,***,10,8,7,57
人数【人】,2016年6月,40344,須恵町,,202,43,50,***,27,11,26,***,-,2,1,42
人数【人】,2016年6月,40345,新宮町,,254,45,79,***,10,-,44,***,18,6,3,49
人数【人】,2016年6月,40348,久山町,,63,22,19,***,-,-,9,***,4,2,2,5
人数【人】,2016年6月,40349,粕屋町,,450,136,161,***,31,1,32,***,5,16,11,57
人数【人】,2016年6月,40381,芦屋町,,71,1,52,***,8,1,3,***,-,2,-,4
人数【人】,2016年6月,40382,水巻町,,367,47,235,***,20,4,10,***,-,2,-,49
人数【人】,2016年6月,40383,岡垣町,,161,24,80,***,8,-,16,***,-,2,9,22
人数【人】,2016年6月,40384,遠賀町,,138,27,47,***,11,-,26,***,2,7,2,16
人数【人】,2016年6月,40401,小竹町,,153,6,60,***,12,-,46,***,-,-,-,29
人数【人】,2016年6月,40402,鞍手町,,144,7,81,***,10,-,14,***,1,1,1,29
人数【人】,2016年6月,40421,桂川町,,95,3,45,***,13,1,10,***,9,-,-,14
人数【人】,2016年6月,40447,筑前町,,194,83,15,***,29,1,27,***,-,3,-,36
人数【人】,2016年6月,40448,東峰村,,5,1,1,***,1,-,-,***,-,1,-,1
人数【人】,2016年6月,40503,大刀洗町,,182,30,6,***,97,1,30,***,2,2,-,14
人数【人】,2016年6月,40522,大木町,,79,20,-,***,8,1,48,***,-,-,-,2
人数【人】,2016年6月,40544,広川町,,172,51,6,***,20,23,48,***,1,3,-,20
人数【人】,2016年6月,40601,香春町,,42,3,21,***,8,-,-,***,-,1,2,7
人数【人】,2016年6月,40602,添田町,,10,1,2,***,1,-,-,***,-,-,-,6
人数【人】,2016年6月,40604,糸田町,,19,-,12,***,3,-,-,***,-,-,-,4
人数【人】,2016年6月,40605,川崎町,,96,39,18,***,25,-,7,***,-,1,-,6
人数【人】,2016年6月,40608,大任町,,9,4,1,***,3,-,-,***,-,-,-,1
人数【人】,2016年6月,40609,赤村,,5,-,2,***,1,-,2,***,-,-,-,-
人数【人】,2016年6月,40610,福智町,,123,49,21,***,27,-,3,***,1,-,1,21
人数【人】,2016年6月,40621,苅田町,,761,173,256,***,53,8,208,***,7,1,1,54
人数【人】,2016年6月,40625,みやこ町,,89,9,26,***,9,-,37,***,-,-,-,8
人数【人】,2016年6月,40642,吉富町,,32,9,9,***,4,1,4,***,-,-,-,5
人数【人】,2016年6月,40646,上毛町,,29,4,10,***,-,-,12,***,-,-,-,3
人数【人】,2016年6月,40647,築上町,,145,28,56,***,20,-,21,***,-,-,-,20
人数【人】,2016年6月,41201,佐賀市,,1464,420,237,***,181,6,169,***,48,36,30,337
人数【人】,2016年6月,41202,唐津市,,539,220,70,***,41,2,144,***,2,19,-,41
人数【人】,2016年6月,41203,鳥栖市,,859,125,112,***,126,-,189,***,182,9,8,108
人数【人】,2016年6月,41204,多久市,,108,22,7,***,6,-,7,***,-,4,-,62
人数【人】,2016年6月,41205,伊万里市,,488,94,52,***,17,-,45,***,-,5,3,272
人数【人】,2016年6月,41206,武雄市,,153,48,19,***,25,1,24,***,3,10,-,23
人数【人】,2016年6月,41207,鹿島市,,124,46,10,***,16,-,9,***,7,3,1,32
人数【人】,2016年6月,41208,小城市,,166,59,16,***,27,1,16,***,-,3,2,42
人数【人】,2016年6月,41209,嬉野市,,139,26,55,***,22,-,1,***,-,4,1,30
人数【人】,2016年6月,41210,神埼市,,100,36,10,***,14,-,26,***,-,-,1,13
人数【人】,2016年6月,41327,吉野ヶ里町,,81,35,13,***,12,-,15,***,-,-,-,6
人数【人】,2016年6月,41341,基山町,,104,16,12,***,13,-,37,***,10,5,2,9
人数【人】,2016年6月,41345,上峰町,,29,7,6,***,8,-,2,***,-,-,-,6
人数【人】,2016年6月,41346,みやき町,,111,55,11,***,26,1,8,***,4,3,-,3
人数【人】,2016年6月,41387,玄海町,,4,-,1,***,2,-,-,***,-,1,-,-
人数【人】,2016年6月,41401,有田町,,110,16,19,***,12,1,5,***,-,4,-,53
人数【人】,2016年6月,41423,大町町,,22,3,8,***,3,-,-,***,-,1,1,6
人数【人】,2016年6月,41424,江北町,,51,6,5,***,1,-,34,***,-,2,-,3
人数【人】,2016年6月,41425,白石町,,134,43,9,***,17,-,53,***,-,4,-,8
人数【人】,2016年6月,41441,太良町,,33,4,3,***,4,-,14,***,-,-,1,7
人数【人】,2016年6月,42201,長崎市,,5971,1224,443,***,896,15,361,***,133,103,68,2728
人数【人】,2016年6月,42202,佐世保市,,1675,432,324,***,236,5,173,***,70,224,33,178
人数【人】,2016年6月,42203,島原市,,251,47,15,***,28,1,90,***,9,4,1,56
人数【人】,2016年6月,42204,諫早市,,822,291,92,***,56,8,189,***,61,25,8,92
人数【人】,2016年6月,42205,大村市,,299,55,112,***,30,2,11,***,5,26,10,48
人数【人】,2016年6月,42207,平戸市,,125,28,10,***,16,-,1,***,-,2,-,68
人数【人】,2016年6月,42208,松浦市,,106,38,3,***,22,-,20,***,-,4,-,19
人数【人】,2016年6月,42209,対馬市,,164,1,113,***,36,-,-,***,-,10,-,4
人数【人】,2016年6月,42210,壱岐市,,61,20,5,***,23,-,3,***,-,2,2,6
人数【人】,2016年6月,42211,五島市,,77,15,15,***,2,-,4,***,-,13,2,26
人数【人】,2016年6月,42212,西海市,,440,81,13,***,18,3,277,***,-,9,7,32
人数【人】,2016年6月,42213,雲仙市,,398,112,17,***,50,1,80,***,10,9,1,118
人数【人】,2016年6月,42214,南島原市,,273,76,6,***,31,-,105,***,3,6,1,45
人数【人】,2016年6月,42307,長与町,,215,28,17,***,9,-,40,***,1,17,-,103
人数【人】,2016年6月,42308,時津町,,312,142,43,***,15,1,20,***,12,30,15,34
人数【人】,2016年6月,42321,東彼杵町,,19,1,5,***,3,-,5,***,-,2,1,2
人数【人】,2016年6月,42322,川棚町,,38,5,10,***,10,-,7,***,-,5,-,1
人数【人】,2016年6月,42323,波佐見町,,31,3,3,***,10,-,-,***,-,3,1,11
人数【人】,2016年6月,42383,小値賀町,,6,-,1,***,3,-,-,***,-,1,-,1
人数【人】,2016年6月,42391,佐々町,,42,5,12,***,5,-,1,***,-,4,-,15
人数【人】,2016年6月,42411,新上五島町,,18,2,5,***,4,1,-,***,-,2,-,4
人数【人】,2016年6月,43100,熊本市,,-,-,-,***,-,-,-,***,-,-,-,-
人数【人】,2016年6月,43101,中央区,,2383,925,289,***,191,5,128,***,76,73,105,591
人数【人】,2016年6月,43102,東区,,822,304,94,***,111,4,122,***,37,38,15,97
人数【人】,2016年6月,43103,西区,,544,257,59,***,65,1,55,***,11,27,6,63
人数【人】,2016年6月,43104,南区,,378,170,37,***,42,5,51,***,2,13,7,51
人数【人】,2016年6月,43105,北区,,577,167,67,***,81,1,71,***,41,30,11,108
人数【人】,2016年6月,43202,八代市,,1645,614,62,***,310,-,491,***,17,9,12,130
人数【人】,2016年6月,43203,人吉市,,158,44,16,***,30,2,34,***,1,4,-,27
人数【人】,2016年6月,43204,荒尾市,,236,61,43,***,32,4,55,***,-,3,1,37
人数【人】,2016年6月,43205,水俣市,,62,3,12,***,30,1,1,***,-,7,-,8
人数【人】,2016年6月,43206,玉名市,,499,178,24,***,46,1,186,***,1,9,2,52
人数【人】,2016年6月,43208,山鹿市,,225,63,11,***,89,4,27,***,-,6,2,23
人数【人】,2016年6月,43210,菊池市,,278,54,17,***,119,-,43,***,1,11,1,32
人数【人】,2016年6月,43211,宇土市,,145,43,8,***,20,2,46,***,-,6,1,19
人数【人】,2016年6月,43212,上天草市,,61,25,3,***,20,1,1,***,-,5,-,6
人数【人】,2016年6月,43213,宇城市,,277,94,10,***,40,1,98,***,4,4,1,25
人数【人】,2016年6月,43214,阿蘇市,,274,123,14,***,50,1,40,***,-,2,3,41
人数【人】,2016年6月,43215,天草市,,215,84,16,***,42,1,18,***,-,16,3,35
人数【人】,2016年6月,43216,合志市,,202,64,22,***,46,1,10,***,-,4,3,52
人数【人】,2016年6月,43348,美里町,,50,31,2,***,7,-,6,***,-,-,-,4
人数【人】,2016年6月,43364,玉東町,,18,3,2,***,6,-,-,***,-,-,-,7
人数【人】,2016年6月,43367,南関町,,102,39,5,***,4,-,43,***,-,2,-,9
人数【人】,2016年6月,43368,長洲町,,273,26,9,***,20,5,182,***,4,3,15,9
人数【人】,2016年6月,43369,和水町,,36,8,2,***,5,-,6,***,-,1,1,13
人数【人】,2016年6月,43403,大津町,,197,80,10,***,39,1,21,***,-,7,10,29
人数【人】,2016年6月,43404,菊陽町,,263,172,10,***,18,2,8,***,11,7,14,21
人数【人】,2016年6月,43423,南小国町,,57,16,19,***,5,-,4,***,-,1,11,1
人数【人】,2016年6月,43424,小国町,,47,14,4,***,6,-,11,***,-,-,9,3
人数【人】,2016年6月,43425,産山村,,23,1,16,***,1,-,2,***,-,2,-,1
人数【人】,2016年6月,43428,高森町,,53,20,8,***,14,-,3,***,-,2,-,6
人数【人】,2016年6月,43432,西原村,,27,2,1,***,9,-,5,***,-,3,-,7
人数【人】,2016年6月,43433,南阿蘇村,,43,10,3,***,10,-,3,***,-,5,-,12
人数【人】,2016年6月,43441,御船町,,53,22,9,***,7,-,7,***,-,2,-,6
人数【人】,2016年6月,43442,嘉島町,,36,11,3,***,2,-,7,***,9,1,-,3
人数【人】,2016年6月,43443,益城町,,76,17,8,***,11,1,20,***,-,1,-,18
人数【人】,2016年6月,43444,甲佐町,,40,7,1,***,6,-,17,***,-,1,-,8
人数【人】,2016年6月,43447,山都町,,76,26,1,***,13,-,14,***,-,1,-,21
人数【人】,2016年6月,43468,氷川町,,112,58,2,***,26,-,5,***,-,1,-,20
人数【人】,2016年6月,43482,芦北町,,30,12,4,***,9,-,-,***,-,-,-,5
人数【人】,2016年6月,43484,津奈木町,,5,-,2,***,1,-,-,***,-,1,1,-
人数【人】,2016年6月,43501,錦町,,37,7,4,***,14,1,-,***,-,3,1,7
人数【人】,2016年6月,43505,多良木町,,26,4,3,***,13,-,-,***,2,1,-,3
人数【人】,2016年6月,43506,湯前町,,4,-,-,***,1,-,-,***,-,3,-,-
人数【人】,2016年6月,43507,水上村,,9,8,-,***,-,-,-,***,-,1,-,-
人数【人】,2016年6月,43510,相良村,,18,3,5,***,7,-,3,***,-,-,-,-
人数【人】,2016年6月,43511,五木村,,2,2,-,***,-,-,-,***,-,-,-,-
人数【人】,2016年6月,43512,山江村,,5,2,-,***,2,-,-,***,-,1,-,-
人数【人】,2016年6月,43513,球磨村,,2,-,-,***,1,-,-,***,-,1,-,-
人数【人】,2016年6月,43514,あさぎり町,,115,19,16,***,16,-,57,***,-,3,-,4
人数【人】,2016年6月,43531,苓北町,,43,31,2,***,-,-,6,***,-,1,-,3
人数【人】,2016年6月,44201,大分市,,2711,992,717,***,314,26,120,***,117,64,18,343
人数【人】,2016年6月,44202,別府市,,4283,995,751,***,141,12,515,***,68,136,91,1574
人数【人】,2016年6月,44203,中津市,,785,206,220,***,71,4,69,***,1,16,3,195
人数【人】,2016年6月,44204,日田市,,379,83,69,***,76,-,63,***,4,9,4,71
人数【人】,2016年6月,44205,佐伯市,,326,66,20,***,170,1,32,***,-,9,2,26
人数【人】,2016年6月,44206,臼杵市,,321,30,22,***,245,2,3,***,1,5,2,11
人数【人】,2016年6月,44207,津久見市,,32,14,13,***,1,-,-,***,-,1,-,3
人数【人】,2016年6月,44208,竹田市,,192,72,15,***,53,1,16,***,-,4,-,31
人数【人】,2016年6月,44209,豊後高田市,,340,138,26,***,33,-,95,***,-,7,1,40
人数【人】,2016年6月,44210,杵築市,,119,36,17,***,14,-,15,***,-,6,1,30
人数【人】,2016年6月,44211,宇佐市,,453,100,79,***,59,3,154,***,1,5,3,49
人数【人】,2016年6月,44212,豊後大野市,,191,65,21,***,35,-,18,***,8,4,-,40
人数【人】,2016年6月,44213,由布市,,215,69,71,***,10,3,12,***,1,11,5,33
人数【人】,2016年6月,44214,国東市,,171,54,27,***,24,-,44,***,-,4,-,18
人数【人】,2016年6月,44322,姫島村,,-,-,-,***,-,-,-,***,-,-,-,-
人数【人】,2016年6月,44341,日出町,,105,18,23,***,9,-,8,***,-,5,-,42
人数【人】,2016年6月,44461,九重町,,53,12,11,***,21,-,-,***,-,2,1,6
人数【人】,2016年6月,44462,玖珠町,,126,49,13,***,35,-,13,***,-,4,1,11
人数【人】,2016年6月,45201,宮崎市,,1704,428,292,***,125,13,160,***,106,88,26,466
人数【人】,2016年6月,45202,都城市,,927,397,63,***,127,1,153,***,4,25,6,151
人数【人】,2016年6月,45203,延岡市,,271,62,67,***,48,-,12,***,7,15,2,58
人数【人】,2016年6月,45204,日南市,,385,86,20,***,25,1,29,***,12,10,3,199
人数【人】,2016年6月,45205,小林市,,371,147,9,***,52,4,120,***,-,2,1,36
人数【人】,2016年6月,45206,日向市,,246,47,38,***,69,1,15,***,4,11,1,60
人数【人】,2016年6月,45207,串間市,,99,28,5,***,35,-,21,***,-,3,-,7
人数【人】,2016年6月,45208,西都市,,73,18,11,***,10,-,19,***,-,5,1,9
人数【人】,2016年6月,45209,えびの市,,203,136,4,***,34,1,15,***,4,2,-,7
人数【人】,2016年6月,45341,三股町,,64,24,6,***,14,2,3,***,-,3,3,9
人数【人】,2016年6月,45361,高原町,,18,11,3,***,2,-,1,***,-,-,-,1
人数【人】,2016年6月,45382,国富町,,98,42,2,***,1,-,12,***,-,2,-,39
人数【人】,2016年6月,45383,綾町,,16,1,8,***,1,-,2,***,-,3,-,1
人数【人】,2016年6月,45401,高鍋町,,59,13,7,***,3,-,24,***,-,-,-,12
人数【人】,2016年6月,45402,新富町,,63,32,3,***,3,-,5,***,-,-,-,20
